ACCOUNT_NUMBER,BRANCH_CODE,APPLICATION_NUM,CUSTOMER_ID,PRODUCT_CODE,PRODUCT_CATEGORY,BOOK_DATE,VALUE_DATE,MATURITY_DATE,AMOUNT_FINANCED,DOWNPAYMENT_AMOUNT,CURRENCY,ORIGINAL_ST_DATE,PRIMARY_APPLICANT_ID,PRIMARY_APPLICANT_NAME,USER_DEFINED_STATUS,CALC_REQD,BACK_VAL_EFF_DT,AUTO_MAN_ROLLOVER,SCHEDULE_BASIS,UDE_ROLLOVER_BASIS,ROLLOVER_TYPE,SPECIAL_AMOUNT,RATE_CODE_PREF,PASSBOOK_FACILITY,ATM_FACILITY,ALLOW_BACK_PERIOD_ENTRY,INT_STMT,TRACK_RECEIVABLE_ALIQ,TRACK_RECEIVABLE_MLIQ,LIQUIDATION_MODE,AMEND_PAST_PAID_SCHEDULE,CHEQUE_BOOK_FACILITY,LIQ_BACK_VALUED_SCHEDULES,LIQ_COMP_DATES_FLAG,RETRIES_AUTO_LIQ,RESIDUAL_AMOUNT,ACCOUNT_STATUS,AUTH_STAT,VERSION_NO,LATEST_ESN,NEXT_ACCR_DATE,HAS_PROBLEMS,PROCESS_NO,AMOUNT_DISBURSED,STOP_ACCRUALS,FUNDED_STATUS,AMORTIZED,RECALC_ACTION_CODE,MAKER_ID,MAKER_DT_STAMP,CHECKER_ID,CHECKER_DT_STAMP,ARVN_APPLIED,ALT_ACC_NO,PARTIAL_LIQUIDATION,ALIQ_REVERSED_PMT,NO_OF_INSTALLMENTS,FREQUENCY,FREQUENCY_UNIT,FIRST_INS_DATE,LINKED_REFERENCE,LINKAGE_TYPE,FIELD_CHAR_1,FIELD_CHAR_2,FIELD_CHAR_3,FIELD_CHAR_4,FIELD_CHAR_5,FIELD_CHAR_6,FIELD_CHAR_7,FIELD_CHAR_8,FIELD_CHAR_9,FIELD_CHAR_10,FIELD_CHAR_11,FIELD_CHAR_12,FIELD_CHAR_13,FIELD_CHAR_14,FIELD_CHAR_15,FIELD_CHAR_16,FIELD_CHAR_17,FIELD_CHAR_18,FIELD_CHAR_19,FIELD_CHAR_20,FIELD_NUMBER_1,FIELD_NUMBER_2,FIELD_NUMBER_3,FIELD_NUMBER_4,FIELD_NUMBER_5,FIELD_NUMBER_6,FIELD_NUMBER_7,FIELD_NUMBER_8,FIELD_NUMBER_9,FIELD_NUMBER_10,FIELD_NUMBER_11,FIELD_NUMBER_12,FIELD_NUMBER_13,FIELD_NUMBER_14,FIELD_NUMBER_15,FIELD_NUMBER_16,FIELD_NUMBER_17,FIELD_NUMBER_18,FIELD_NUMBER_19,FIELD_NUMBER_20,FIELD_DATE_1,FIELD_DATE_2,FIELD_DATE_3,FIELD_DATE_4,FIELD_DATE_5,FIELD_DATE_6,FIELD_DATE_7,FIELD_DATE_8,FIELD_DATE_9,FIELD_DATE_10,ROLL_BY,MATURITY_TYPE,NET_PRINCIPAL,INDEX_XRATE,MIGRATION_DATE,DR_PAYMENT_MODE,CR_PAYMENT_MODE,DR_PROD_AC,CR_PROD_AC,DR_ACC_BRN,CR_ACC_BRN,EXT_ACC_NO_CR,EXT_ACC_NAME_CR,CLG_BANK_CODE_CR,CLG_BRN_CODE_CR,PC_CAT_CR,EXT_ACC_NO_DR,EXT_ACC_NAME_DR,CLG_BANK_CODE_DR,CLG_BRN_CODE_DR,PC_CAT_DR,CARD_NO,INSTRUMENT_NO_CR,ROUTING_NO_CR,END_POINT_CR,CLG_PROD_CODE_CR,SECTOR_CODE_CR,INSTRUMENT_NO_DR,ROUTING_NO_DR,END_POINT_DR,CLG_PROD_CODE_DR,SECTOR_CODE_DR,UPLOAD_SOURCE_DR,UPLOAD_SOURCE_CR,EMI_AMOUNT,CUTOFF_TRANSACTION,DELINQUENCY_STATUS,EXECUTION_DATE,USGT_STATUS,LAST_INTRADAY_ACCR_DT,DUE_DATES_ON,DETERIORATION_DATE,CURR_ACBAL_CHK,PARENT_LOAN,ALTERNATE_CCY
100000000043,018,APPLICATION_NUM_,CUST000043,SAV1,SAV1,2026-02-12,2026-02-12,2026-02-12,16686.200,2794.400,EUR,2026-02-12,PRIMARY_APPLICANT_ID_43,Primary Applicant Name 43,USER,C,2026-02-12,A,S,U,R,2772.700,R,P,A,A,I,T,T,L,A,C,L,N,8269,23324.300,1,A,4537,8911,2026-02-12,H,64,24335.300,1,664286,A,R,MAKER_ID_43,2026-02-12,CHECKER_ID_43,2026-02-12,A,100000000043,P,N,22,402602,F,2026-02-12,LINKED_REFERENCE_43,LINKAGE_TYPE_43,FIELD_CHAR_1_43,FIELD_CHAR_2_43,FIELD_CHAR_3_43,FIELD_CHAR_4_43,FIELD_CHAR_5_43,FIELD_CHAR_6_43,FIELD_CHAR_7_43,FIELD_CHAR_8_43,FIELD_CHAR_9_43,FIELD_CHAR_10_43,FIELD_CHAR_11_43,FIELD_CHAR_12_43,FIELD_CHAR_13_43,FIELD_CHAR_14_43,FIELD_CHAR_15_43,FIELD_CHAR_16_43,FIELD_CHAR_17_43,FIELD_CHAR_18_43,FIELD_CHAR_19_43,FIELD_CHAR_20_43,689823,214942,282532,726893,53245,921381,676113,286969,762471,472595,775176,749370,641527,292183,84974,608624,343439,337099,777715,598114,2026-02-12,2026-02-12,2026-02-12,2026-02-12,2026-02-12,2026-02-12,2026-02-12,2026-02-12,2026-02-12,2026-02-12,R,M,331592,2.3000,2026-02-12,DR_PAYMENT_MODE_43,CR_PAYMENT_MODE_43,DR_PROD_AC_43,CR_PROD_AC_43,100,100,100000000043,100000000043,CLG_,CLG_BRN_CODE_CR_43,PC_C,100000000043,100000000043,CLG_,CLG_BRN_CODE_DR_43,PC_C,CARD_NO_43,INSTRUMENT_NO_CR,ROUTING_NO_CR_43,END_POINT_,CLG_,SECTOR_CO,INSTRUMENT_NO_DR,ROUTING_NO_DR_43,END_POINT_,CLG_,SECTOR_CO,UPLOAD_SOURCE_D,UPLOAD_SOURCE_C,17007.200,C,D,2026-02-12,U,2026-02-12,32,2026-02-12,C,PARENT_LOAN_43,EUR
100000000044,019,APPLICATION_NUM_,CUST000044,CURR,CURR,2026-02-13,2026-02-13,2026-02-13,6166.200,17207.500,BRL,2026-02-13,PRIMARY_APPLICANT_ID_44,Primary Applicant Name 44,USER,C,2026-02-13,A,S,U,R,24666.300,R,P,A,A,I,T,T,L,A,C,L,N,763,20214.200,1,A,1449,5001,2026-02-13,H,22,15419.000,1,537613,A,R,MAKER_ID_44,2026-02-13,CHECKER_ID_44,2026-02-13,A,100000000044,P,N,20,344511,F,2026-02-13,LINKED_REFERENCE_44,LINKAGE_TYPE_44,FIELD_CHAR_1_44,FIELD_CHAR_2_44,FIELD_CHAR_3_44,FIELD_CHAR_4_44,FIELD_CHAR_5_44,FIELD_CHAR_6_44,FIELD_CHAR_7_44,FIELD_CHAR_8_44,FIELD_CHAR_9_44,FIELD_CHAR_10_44,FIELD_CHAR_11_44,FIELD_CHAR_12_44,FIELD_CHAR_13_44,FIELD_CHAR_14_44,FIELD_CHAR_15_44,FIELD_CHAR_16_44,FIELD_CHAR_17_44,FIELD_CHAR_18_44,FIELD_CHAR_19_44,FIELD_CHAR_20_44,534787,430383,992823,463675,273888,90108,941643,489487,836424,354340,110222,277818,281179,545180,563306,760157,731126,78136,792724,439934,2026-02-13,2026-02-13,2026-02-13,2026-02-13,2026-02-13,2026-02-13,2026-02-13,2026-02-13,2026-02-13,2026-02-13,R,M,728095,3.8800,2026-02-13,DR_PAYMENT_MODE_44,CR_PAYMENT_MODE_44,DR_PROD_AC_44,CR_PROD_AC_44,100,100,100000000044,100000000044,CLG_,CLG_BRN_CODE_CR_44,PC_C,100000000044,100000000044,CLG_,CLG_BRN_CODE_DR_44,PC_C,CARD_NO_44,INSTRUMENT_NO_CR,ROUTING_NO_CR_44,END_POINT_,CLG_,SECTOR_CO,INSTRUMENT_NO_DR,ROUTING_NO_DR_44,END_POINT_,CLG_,SECTOR_CO,UPLOAD_SOURCE_D,UPLOAD_SOURCE_C,962.000,C,D,2026-02-13,U,2026-02-13,23,2026-02-13,C,PARENT_LOAN_44,BRL
100000000045,020,APPLICATION_NUM_,CUST000045,LOAN,LOAN,2026-02-14,2026-02-14,2026-02-14,16052.700,19708.500,USD,2026-02-14,PRIMARY_APPLICANT_ID_45,Primary Applicant Name 45,USER,C,2026-02-14,A,S,U,R,3777.400,R,P,A,A,I,T,T,L,A,C,L,N,2366,22396.500,1,A,5634,6135,2026-02-14,H,91,20417.500,1,122361,A,R,MAKER_ID_45,2026-02-14,CHECKER_ID_45,2026-02-14,A,100000000045,P,N,9,900919,F,2026-02-14,LINKED_REFERENCE_45,LINKAGE_TYPE_45,FIELD_CHAR_1_45,FIELD_CHAR_2_45,FIELD_CHAR_3_45,FIELD_CHAR_4_45,FIELD_CHAR_5_45,FIELD_CHAR_6_45,FIELD_CHAR_7_45,FIELD_CHAR_8_45,FIELD_CHAR_9_45,FIELD_CHAR_10_45,FIELD_CHAR_11_45,FIELD_CHAR_12_45,FIELD_CHAR_13_45,FIELD_CHAR_14_45,FIELD_CHAR_15_45,FIELD_CHAR_16_45,FIELD_CHAR_17_45,FIELD_CHAR_18_45,FIELD_CHAR_19_45,FIELD_CHAR_20_45,771927,375983,304467,764435,84135,517041,765388,951235,911808,580597,686717,63568,859470,797446,666712,659127,196381,373051,916982,310504,2026-02-14,2026-02-14,2026-02-14,2026-02-14,2026-02-14,2026-02-14,2026-02-14,2026-02-14,2026-02-14,2026-02-14,R,M,64311,1.7400,2026-02-14,DR_PAYMENT_MODE_45,CR_PAYMENT_MODE_45,DR_PROD_AC_45,CR_PROD_AC_45,100,100,100000000045,100000000045,CLG_,CLG_BRN_CODE_CR_45,PC_C,100000000045,100000000045,CLG_,CLG_BRN_CODE_DR_45,PC_C,CARD_NO_45,INSTRUMENT_NO_CR,ROUTING_NO_CR_45,END_POINT_,CLG_,SECTOR_CO,INSTRUMENT_NO_DR,ROUTING_NO_DR_45,END_POINT_,CLG_,SECTOR_CO,UPLOAD_SOURCE_D,UPLOAD_SOURCE_C,14801.700,C,D,2026-02-14,U,2026-02-14,27,2026-02-14,C,PARENT_LOAN_45,USD
100000000046,021,APPLICATION_NUM_,CUST000046,TD01,TD01,2026-02-15,2026-02-15,2026-02-15,7709.500,21617.400,PEN,2026-02-15,PRIMARY_APPLICANT_ID_46,Primary Applicant Name 46,USER,C,2026-02-15,A,S,U,R,5354.400,R,P,A,A,I,T,T,L,A,C,L,Y,9330,448.900,1,A,4274,240,2026-02-15,H,49,18297.100,1,384906,A,R,MAKER_ID_46,2026-02-15,CHECKER_ID_46,2026-02-15,A,100000000046,P,N,14,61449,F,2026-02-15,LINKED_REFERENCE_46,LINKAGE_TYPE_46,FIELD_CHAR_1_46,FIELD_CHAR_2_46,FIELD_CHAR_3_46,FIELD_CHAR_4_46,FIELD_CHAR_5_46,FIELD_CHAR_6_46,FIELD_CHAR_7_46,FIELD_CHAR_8_46,FIELD_CHAR_9_46,FIELD_CHAR_10_46,FIELD_CHAR_11_46,FIELD_CHAR_12_46,FIELD_CHAR_13_46,FIELD_CHAR_14_46,FIELD_CHAR_15_46,FIELD_CHAR_16_46,FIELD_CHAR_17_46,FIELD_CHAR_18_46,FIELD_CHAR_19_46,FIELD_CHAR_20_46,402895,579670,627011,61436,57869,710223,588079,120999,371807,734470,39849,892642,227293,967358,277035,170683,296129,833086,449868,952693,2026-02-15,2026-02-15,2026-02-15,2026-02-15,2026-02-15,2026-02-15,2026-02-15,2026-02-15,2026-02-15,2026-02-15,R,M,980708,2.0600,2026-02-15,DR_PAYMENT_MODE_46,CR_PAYMENT_MODE_46,DR_PROD_AC_46,CR_PROD_AC_46,100,100,100000000046,100000000046,CLG_,CLG_BRN_CODE_CR_46,PC_C,100000000046,100000000046,CLG_,CLG_BRN_CODE_DR_46,PC_C,CARD_NO_46,INSTRUMENT_NO_CR,ROUTING_NO_CR_46,END_POINT_,CLG_,SECTOR_CO,INSTRUMENT_NO_DR,ROUTING_NO_DR_46,END_POINT_,CLG_,SECTOR_CO,UPLOAD_SOURCE_D,UPLOAD_SOURCE_C,17182.200,C,D,2026-02-15,U,2026-02-15,91,2026-02-15,C,PARENT_LOAN_46,PEN
100000000047,022,APPLICATION_NUM_,CUST000047,CARD,CARD,2026-02-16,2026-02-16,2026-02-16,8245.200,8458.000,EUR,2026-02-16,PRIMARY_APPLICANT_ID_47,Primary Applicant Name 47,USER,C,2026-02-16,A,S,U,R,6092.700,R,P,A,A,I,T,T,L,A,C,L,N,6298,9234.900,1,U,5706,3992,2026-02-16,H,98,5272.000,1,112475,A,R,MAKER_ID_47,2026-02-16,CHECKER_ID_47,2026-02-16,A,100000000047,P,N,23,966455,F,2026-02-16,LINKED_REFERENCE_47,LINKAGE_TYPE_47,FIELD_CHAR_1_47,FIELD_CHAR_2_47,FIELD_CHAR_3_47,FIELD_CHAR_4_47,FIELD_CHAR_5_47,FIELD_CHAR_6_47,FIELD_CHAR_7_47,FIELD_CHAR_8_47,FIELD_CHAR_9_47,FIELD_CHAR_10_47,FIELD_CHAR_11_47,FIELD_CHAR_12_47,FIELD_CHAR_13_47,FIELD_CHAR_14_47,FIELD_CHAR_15_47,FIELD_CHAR_16_47,FIELD_CHAR_17_47,FIELD_CHAR_18_47,FIELD_CHAR_19_47,FIELD_CHAR_20_47,664518,420130,929915,247849,325897,922146,948906,730803,865611,673694,769985,579415,615411,679217,308358,718286,597445,332671,177259,769519,2026-02-16,2026-02-16,2026-02-16,2026-02-16,2026-02-16,2026-02-16,2026-02-16,2026-02-16,2026-02-16,2026-02-16,R,M,105193,0.8500,2026-02-16,DR_PAYMENT_MODE_47,CR_PAYMENT_MODE_47,DR_PROD_AC_47,CR_PROD_AC_47,100,100,100000000047,100000000047,CLG_,CLG_BRN_CODE_CR_47,PC_C,100000000047,100000000047,CLG_,CLG_BRN_CODE_DR_47,PC_C,CARD_NO_47,INSTRUMENT_NO_CR,ROUTING_NO_CR_47,END_POINT_,CLG_,SECTOR_CO,INSTRUMENT_NO_DR,ROUTING_NO_DR_47,END_POINT_,CLG_,SECTOR_CO,UPLOAD_SOURCE_D,UPLOAD_SOURCE_C,24500.300,C,D,2026-02-16,U,2026-02-16,22,2026-02-16,C,PARENT_LOAN_47,EUR
100000000048,023,APPLICATION_NUM_,CUST000048,CLRG,CLRG,2026-02-17,2026-02-17,2026-02-17,24580.200,1399.800,BRL,2026-02-17,PRIMARY_APPLICANT_ID_48,Primary Applicant Name 48,USER,C,2026-02-17,A,S,U,R,21799.100,R,P,A,A,I,T,T,L,A,C,L,N,8632,21106.700,1,A,9294,3828,2026-02-17,H,69,18799.600,1,868280,A,R,MAKER_ID_48,2026-02-17,CHECKER_ID_48,2026-02-17,A,100000000048,P,N,28,14586,F,2026-02-17,LINKED_REFERENCE_48,LINKAGE_TYPE_48,FIELD_CHAR_1_48,FIELD_CHAR_2_48,FIELD_CHAR_3_48,FIELD_CHAR_4_48,FIELD_CHAR_5_48,FIELD_CHAR_6_48,FIELD_CHAR_7_48,FIELD_CHAR_8_48,FIELD_CHAR_9_48,FIELD_CHAR_10_48,FIELD_CHAR_11_48,FIELD_CHAR_12_48,FIELD_CHAR_13_48,FIELD_CHAR_14_48,FIELD_CHAR_15_48,FIELD_CHAR_16_48,FIELD_CHAR_17_48,FIELD_CHAR_18_48,FIELD_CHAR_19_48,FIELD_CHAR_20_48,964787,203197,158953,597218,107650,452664,860500,332085,481974,391930,382109,897058,846461,207926,463460,147737,560913,144856,687719,499446,2026-02-17,2026-02-17,2026-02-17,2026-02-17,2026-02-17,2026-02-17,2026-02-17,2026-02-17,2026-02-17,2026-02-17,R,M,148415,3.0600,2026-02-17,DR_PAYMENT_MODE_48,CR_PAYMENT_MODE_48,DR_PROD_AC_48,CR_PROD_AC_48,100,100,100000000048,100000000048,CLG_,CLG_BRN_CODE_CR_48,PC_C,100000000048,100000000048,CLG_,CLG_BRN_CODE_DR_48,PC_C,CARD_NO_48,INSTRUMENT_NO_CR,ROUTING_NO_CR_48,END_POINT_,CLG_,SECTOR_CO,INSTRUMENT_NO_DR,ROUTING_NO_DR_48,END_POINT_,CLG_,SECTOR_CO,UPLOAD_SOURCE_D,UPLOAD_SOURCE_C,22089.600,C,D,2026-02-17,U,2026-02-17,21,2026-02-17,C,PARENT_LOAN_48,BRL
100000000049,024,APPLICATION_NUM_,CUST000049,SAV1,SAV1,2026-02-18,2026-02-18,2026-02-18,19633.700,13259.400,USD,2026-02-18,PRIMARY_APPLICANT_ID_49,Primary Applicant Name 49,USER,C,2026-02-18,A,S,U,R,7687.900,R,P,A,A,I,T,T,L,A,C,L,N,2124,18204.300,1,A,7987,2521,2026-02-18,H,51,11689.700,1,411725,A,R,MAKER_ID_49,2026-02-18,CHECKER_ID_49,2026-02-18,A,100000000049,P,N,20,772006,F,2026-02-18,LINKED_REFERENCE_49,LINKAGE_TYPE_49,FIELD_CHAR_1_49,FIELD_CHAR_2_49,FIELD_CHAR_3_49,FIELD_CHAR_4_49,FIELD_CHAR_5_49,FIELD_CHAR_6_49,FIELD_CHAR_7_49,FIELD_CHAR_8_49,FIELD_CHAR_9_49,FIELD_CHAR_10_49,FIELD_CHAR_11_49,FIELD_CHAR_12_49,FIELD_CHAR_13_49,FIELD_CHAR_14_49,FIELD_CHAR_15_49,FIELD_CHAR_16_49,FIELD_CHAR_17_49,FIELD_CHAR_18_49,FIELD_CHAR_19_49,FIELD_CHAR_20_49,770904,611150,373858,356822,833109,78387,495868,545984,912114,835273,173922,777878,263986,808470,675317,408759,926098,184643,316758,653100,2026-02-18,2026-02-18,2026-02-18,2026-02-18,2026-02-18,2026-02-18,2026-02-18,2026-02-18,2026-02-18,2026-02-18,R,M,637719,3.6700,2026-02-18,DR_PAYMENT_MODE_49,CR_PAYMENT_MODE_49,DR_PROD_AC_49,CR_PROD_AC_49,100,100,100000000049,100000000049,CLG_,CLG_BRN_CODE_CR_49,PC_C,100000000049,100000000049,CLG_,CLG_BRN_CODE_DR_49,PC_C,CARD_NO_49,INSTRUMENT_NO_CR,ROUTING_NO_CR_49,END_POINT_,CLG_,SECTOR_CO,INSTRUMENT_NO_DR,ROUTING_NO_DR_49,END_POINT_,CLG_,SECTOR_CO,UPLOAD_SOURCE_D,UPLOAD_SOURCE_C,10533.300,C,D,2026-02-18,U,2026-02-18,32,2026-02-18,C,PARENT_LOAN_49,USD
100000000050,025,APPLICATION_NUM_,CUST000050,CURR,CURR,2026-02-19,2026-02-19,2026-02-19,434.000,15019.200,PEN,2026-02-19,PRIMARY_APPLICANT_ID_50,Primary Applicant Name 50,USER,C,2026-02-19,A,S,U,R,14112.100,R,P,A,A,I,T,T,L,A,C,L,N,7693,3482.100,1,A,6000,7955,2026-02-19,H,69,18401.900,1,206583,A,R,MAKER_ID_50,2026-02-19,CHECKER_ID_50,2026-02-19,A,100000000050,P,N,6,80518,F,2026-02-19,LINKED_REFERENCE_50,LINKAGE_TYPE_50,FIELD_CHAR_1_50,FIELD_CHAR_2_50,FIELD_CHAR_3_50,FIELD_CHAR_4_50,FIELD_CHAR_5_50,FIELD_CHAR_6_50,FIELD_CHAR_7_50,FIELD_CHAR_8_50,FIELD_CHAR_9_50,FIELD_CHAR_10_50,FIELD_CHAR_11_50,FIELD_CHAR_12_50,FIELD_CHAR_13_50,FIELD_CHAR_14_50,FIELD_CHAR_15_50,FIELD_CHAR_16_50,FIELD_CHAR_17_50,FIELD_CHAR_18_50,FIELD_CHAR_19_50,FIELD_CHAR_20_50,803079,646713,995251,179658,960686,743691,921050,705999,604274,683390,731031,713072,548111,785837,401515,835011,228101,730322,902142,954559,2026-02-19,2026-02-19,2026-02-19,2026-02-19,2026-02-19,2026-02-19,2026-02-19,2026-02-19,2026-02-19,2026-02-19,R,M,992952,2.7200,2026-02-19,DR_PAYMENT_MODE_50,CR_PAYMENT_MODE_50,DR_PROD_AC_50,CR_PROD_AC_50,100,100,100000000050,100000000050,CLG_,CLG_BRN_CODE_CR_50,PC_C,100000000050,100000000050,CLG_,CLG_BRN_CODE_DR_50,PC_C,CARD_NO_50,INSTRUMENT_NO_CR,ROUTING_NO_CR_50,END_POINT_,CLG_,SECTOR_CO,INSTRUMENT_NO_DR,ROUTING_NO_DR_50,END_POINT_,CLG_,SECTOR_CO,UPLOAD_SOURCE_D,UPLOAD_SOURCE_C,19426.000,C,D,2026-02-19,U,2026-02-19,53,2026-02-19,C,PARENT_LOAN_50,PEN
100000000051,001,APPLICATION_NUM_,CUST000051,LOAN,LOAN,2026-02-20,2026-02-20,2026-02-20,1333.200,17988.200,EUR,2026-02-20,PRIMARY_APPLICANT_ID_51,Primary Applicant Name 51,USER,C,2026-02-20,A,S,U,R,15051.800,R,P,A,A,I,T,T,L,A,C,L,Y,4651,16019.000,1,A,2587,8112,2026-02-20,H,29,17695.100,1,832810,A,R,MAKER_ID_51,2026-02-20,CHECKER_ID_51,2026-02-20,A,100000000051,P,N,11,992478,F,2026-02-20,LINKED_REFERENCE_51,LINKAGE_TYPE_51,FIELD_CHAR_1_51,FIELD_CHAR_2_51,FIELD_CHAR_3_51,FIELD_CHAR_4_51,FIELD_CHAR_5_51,FIELD_CHAR_6_51,FIELD_CHAR_7_51,FIELD_CHAR_8_51,FIELD_CHAR_9_51,FIELD_CHAR_10_51,FIELD_CHAR_11_51,FIELD_CHAR_12_51,FIELD_CHAR_13_51,FIELD_CHAR_14_51,FIELD_CHAR_15_51,FIELD_CHAR_16_51,FIELD_CHAR_17_51,FIELD_CHAR_18_51,FIELD_CHAR_19_51,FIELD_CHAR_20_51,276704,584348,417056,187203,781505,783680,56562,206516,409544,845174,331567,784280,594461,719864,955663,763598,787807,530705,888585,789674,2026-02-20,2026-02-20,2026-02-20,2026-02-20,2026-02-20,2026-02-20,2026-02-20,2026-02-20,2026-02-20,2026-02-20,R,M,540216,2.6300,2026-02-20,DR_PAYMENT_MODE_51,CR_PAYMENT_MODE_51,DR_PROD_AC_51,CR_PROD_AC_51,100,100,100000000051,100000000051,CLG_,CLG_BRN_CODE_CR_51,PC_C,100000000051,100000000051,CLG_,CLG_BRN_CODE_DR_51,PC_C,CARD_NO_51,INSTRUMENT_NO_CR,ROUTING_NO_CR_51,END_POINT_,CLG_,SECTOR_CO,INSTRUMENT_NO_DR,ROUTING_NO_DR_51,END_POINT_,CLG_,SECTOR_CO,UPLOAD_SOURCE_D,UPLOAD_SOURCE_C,13765.300,C,D,2026-02-20,U,2026-02-20,7,2026-02-20,C,PARENT_LOAN_51,EUR
100000000052,002,APPLICATION_NUM_,CUST000052,TD01,TD01,2026-02-21,2026-02-21,2026-02-21,10094.800,21190.000,BRL,2026-02-21,PRIMARY_APPLICANT_ID_52,Primary Applicant Name 52,USER,C,2026-02-21,A,S,U,R,8075.200,R,P,A,A,I,T,T,L,A,C,L,N,9656,11050.400,1,A,6805,4762,2026-02-21,H,34,5263.500,1,561743,A,R,MAKER_ID_52,2026-02-21,CHECKER_ID_52,2026-02-21,A,100000000052,P,N,10,38460,F,2026-02-21,LINKED_REFERENCE_52,LINKAGE_TYPE_52,FIELD_CHAR_1_52,FIELD_CHAR_2_52,FIELD_CHAR_3_52,FIELD_CHAR_4_52,FIELD_CHAR_5_52,FIELD_CHAR_6_52,FIELD_CHAR_7_52,FIELD_CHAR_8_52,FIELD_CHAR_9_52,FIELD_CHAR_10_52,FIELD_CHAR_11_52,FIELD_CHAR_12_52,FIELD_CHAR_13_52,FIELD_CHAR_14_52,FIELD_CHAR_15_52,FIELD_CHAR_16_52,FIELD_CHAR_17_52,FIELD_CHAR_18_52,FIELD_CHAR_19_52,FIELD_CHAR_20_52,643354,552137,240938,193609,130203,401925,985490,35003,644688,13689,104144,568584,94038,713673,297578,769800,127200,395667,639954,410666,2026-02-21,2026-02-21,2026-02-21,2026-02-21,2026-02-21,2026-02-21,2026-02-21,2026-02-21,2026-02-21,2026-02-21,R,M,802729,2.9400,2026-02-21,DR_PAYMENT_MODE_52,CR_PAYMENT_MODE_52,DR_PROD_AC_52,CR_PROD_AC_52,100,100,100000000052,100000000052,CLG_,CLG_BRN_CODE_CR_52,PC_C,100000000052,100000000052,CLG_,CLG_BRN_CODE_DR_52,PC_C,CARD_NO_52,INSTRUMENT_NO_CR,ROUTING_NO_CR_52,END_POINT_,CLG_,SECTOR_CO,INSTRUMENT_NO_DR,ROUTING_NO_DR_52,END_POINT_,CLG_,SECTOR_CO,UPLOAD_SOURCE_D,UPLOAD_SOURCE_C,17445.200,C,D,2026-02-21,U,2026-02-21,53,2026-02-21,C,PARENT_LOAN_52,BRL
100000000053,003,APPLICATION_NUM_,CUST000053,CARD,CARD,2026-02-22,2026-02-22,2026-02-22,14523.300,9357.000,USD,2026-02-22,PRIMARY_APPLICANT_ID_53,Primary Applicant Name 53,USER,C,2026-02-22,A,S,U,R,20470.800,R,P,A,A,I,T,T,L,A,C,L,N,7637,15714.500,1,A,1216,4863,2026-02-22,H,55,21333.800,1,279449,A,R,MAKER_ID_53,2026-02-22,CHECKER_ID_53,2026-02-22,A,100000000053,P,N,9,30291,F,2026-02-22,LINKED_REFERENCE_53,LINKAGE_TYPE_53,FIELD_CHAR_1_53,FIELD_CHAR_2_53,FIELD_CHAR_3_53,FIELD_CHAR_4_53,FIELD_CHAR_5_53,FIELD_CHAR_6_53,FIELD_CHAR_7_53,FIELD_CHAR_8_53,FIELD_CHAR_9_53,FIELD_CHAR_10_53,FIELD_CHAR_11_53,FIELD_CHAR_12_53,FIELD_CHAR_13_53,FIELD_CHAR_14_53,FIELD_CHAR_15_53,FIELD_CHAR_16_53,FIELD_CHAR_17_53,FIELD_CHAR_18_53,FIELD_CHAR_19_53,FIELD_CHAR_20_53,292911,543220,589442,20606,642685,199067,356125,397720,479480,32956,714070,945874,634885,764702,307011,220928,720610,94412,283269,955734,2026-02-22,2026-02-22,2026-02-22,2026-02-22,2026-02-22,2026-02-22,2026-02-22,2026-02-22,2026-02-22,2026-02-22,R,M,457377,3.1800,2026-02-22,DR_PAYMENT_MODE_53,CR_PAYMENT_MODE_53,DR_PROD_AC_53,CR_PROD_AC_53,100,100,100000000053,100000000053,CLG_,CLG_BRN_CODE_CR_53,PC_C,100000000053,100000000053,CLG_,CLG_BRN_CODE_DR_53,PC_C,CARD_NO_53,INSTRUMENT_NO_CR,ROUTING_NO_CR_53,END_POINT_,CLG_,SECTOR_CO,INSTRUMENT_NO_DR,ROUTING_NO_DR_53,END_POINT_,CLG_,SECTOR_CO,UPLOAD_SOURCE_D,UPLOAD_SOURCE_C,19204.900,C,D,2026-02-22,U,2026-02-22,70,2026-02-22,C,PARENT_LOAN_53,USD
