XREF,PRODUCT_CODE,BRANCH_CODE,TRN_REF_NO,TXN_ACC,TXN_CCY,TXN_AMOUNT,TXN_BRANCH,TXN_TRN_CODE,OFS_ACC,OFS_CCY,OFS_AMOUNT,OFS_BRANCH,OFS_TRN_CODE,EXCH_RATE,LCY_AMOUNT,TRN_DT,VALUE_DT,DR_INSTRUMENT_CODE,CR_INSTRUMENT_CODE,REL_CUSTOMER,CHARGE_ACCOUNT,CHG_GL,CHG_CCY,CHG_AMT,CHG_IN_ACY,CHG_IN_LCY,CHG_CCY_ACY_RATE,ACY_LCY_RATE,NETTING_IND,TXN_CODE,MIS_HEAD_1,CHG_GL_1,CHG_CCY_1,CHG_AMT_1,CHG_IN_ACY_1,CHG_IN_LCY_1,CHG_CCY_ACY_RATE_1,ACY_LCY_RATE_1,NETTING_IND_1,TXN_CODE_1,MIS_HEAD_2,CHG_GL_2,CHG_CCY_2,CHG_AMT_2,CHG_IN_ACY_2,CHG_IN_LCY_2,CHG_CCY_ACY_RATE_2,ACY_LCY_RATE_2,NETTING_IND_2,TXN_CODE_2,MIS_HEAD_3,CHG_GL_3,CHG_CCY_3,CHG_AMT_3,CHG_IN_ACY_3,CHG_IN_LCY_3,CHG_CCY_ACY_RATE_3,ACY_LCY_RATE_3,NETTING_IND_3,TXN_CODE_3,MIS_HEAD_4,CHG_GL_4,CHG_CCY_4,CHG_AMT_4,CHG_IN_ACY_4,CHG_IN_LCY_4,CHG_CCY_ACY_RATE_4,ACY_LCY_RATE_4,NETTING_IND_4,TXN_CODE_4,MIS_HEAD_5,REM_ACC,REM_BANK,REM_BRANCH,ROUTING_NO,END_POINT,SERIAL_NO,RECORD_STAT,AUTH_STAT,MAKER_ID,MAKER_DT_STAMP,CHECKER_ID,CHECKER_DT_STAMP,REPAIR_REASON,MOD_NO,SCODE,MIS_HEAD,NARRATIVE,DR_ACC,MODULE,ESN,EVENT_CODE,ROUTE_CODE,FT_PROBLEM,TRACK_RECEIVABLE,TIME_RECEIVED,THEIR_CHGS2,THEIR_CHGS3,THEIR_CHGS4,THEIR_CHGS,THEIR_CHGS1,THEIR_ACC,THEIR_ACC1,THEIR_ACC2,THEIR_ACC3,THEIR_ACC4,LCY_EXCH_RATE,CR_CUST_NO,TXN_ID,UDF_1,UDF_2,UDF_3,UDF_4,UDF_5,JOB_NO,BEN_ACC,ADJ_AMT,HOUSE_LOCATION,PASSBOOK_NO,PASSBOOK_AMT,REG_FLAG,EXT_OFSTXN_CODE,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,DATA_8,DATA_9,CBII_INFO,BATCH_REF_NO,TRN_CODE_TRANS,ACTUAL_TXN_AMOUNT,SAV_CODE,SAV_VAL_STAT,DD_CREATION_DT,DD_LAST_UPD,DD_ID
XREF_83,CARD,008,TRN000000000083,100000000083,EUR,14866.500,008,WDR,100000000083,EUR,13790.500,008,WDR,1.3300,3767.800,2026-03-24,2026-03-24,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000083,100000000083,CHG_GL_83,EUR,19973.700,90341,928126,3.4600,4.3400,N,WDR,MIS_HEAD_,CHG_GL_1_,CHG,17435.800,523457,743416,1.2400,2.6300,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,4779.900,449419,691173,4.0100,1.4500,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,449.800,664502,760551,2.8400,2.2200,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,18094.100,748238,983909,3.9200,1.3900,N,TXN,MIS_HEAD_,100000000083,REM_BANK_83,008,ROUTING_NO_83,END_POINT,SERIAL_NO_83,O,A,MAKER_ID_83,2026-03-24,CHECKER_ID_8,2026-03-24,REPAIR_REASON_83,506904,SCODE_83,MIS_HEAD_,Synthetic banking narrative row 83,100,MO,83,EVEN,ROUTE_CODE_83,F,T,2026-03-24 10:34:00,T,T,T,T,T,100000000083,100000000083,100000000083,100000000083,100000000083,2.050000000000,CUST000083,TXN0000000000000083,UDF_1_83,UDF_2_83,UDF_3_83,UDF_4_83,UDF_5_83,83,100000000083,7863.500,HOUS,PASSBOOK_NO_83,10843.700,N,EXT_OFSTXN_CODE,DATA_1_83,DATA_2_83,DATA_3_83,DATA_4_83,DATA_5_83,DATA_6_83,DATA_7_83,DATA_8_83,DATA_9_83,C,BATCH_REF_NO_83,WDR,13745.800,SAV_,S,2026-03-24 10:34:00,2026-03-24 10:34:00,83
XREF_84,CLRG,009,TRN000000000084,100000000084,BRL,19705.400,009,TRF,100000000084,BRL,7288.000,009,TRF,0.9300,7916.000,2026-03-25,2026-03-25,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000084,100000000084,CHG_GL_84,BRL,14257.600,440022,538487,1.0800,2.4800,N,TRF,MIS_HEAD_,CHG_GL_1_,CHG,290.900,510428,578198,4.4900,4.3300,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,16047.400,665142,469038,1.5000,1.6800,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,19827.400,380389,39133,2.6200,2.7600,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,12709.000,116218,993326,2.4200,3.1700,N,TXN,MIS_HEAD_,100000000084,REM_BANK_84,009,ROUTING_NO_84,END_POINT,SERIAL_NO_84,O,A,MAKER_ID_84,2026-03-25,CHECKER_ID_8,2026-03-25,REPAIR_REASON_84,684807,SCODE_84,MIS_HEAD_,Synthetic banking narrative row 84,100,MO,84,EVEN,ROUTE_CODE_84,F,T,2026-03-25 11:41:00,T,T,T,T,T,100000000084,100000000084,100000000084,100000000084,100000000084,1.140000000000,CUST000084,TXN0000000000000084,UDF_1_84,UDF_2_84,UDF_3_84,UDF_4_84,UDF_5_84,84,100000000084,18571.000,HOUS,PASSBOOK_NO_84,5857.500,N,EXT_OFSTXN_CODE,DATA_1_84,DATA_2_84,DATA_3_84,DATA_4_84,DATA_5_84,DATA_6_84,DATA_7_84,DATA_8_84,DATA_9_84,C,BATCH_REF_NO_84,TRF,17950.000,SAV_,S,2026-03-25 11:41:00,2026-03-25 11:41:00,84
XREF_85,SAV1,010,TRN000000000085,100000000085,USD,20146.000,010,FEE,100000000085,USD,9759.500,010,FEE,3.8200,9920.400,2026-03-26,2026-03-26,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000085,100000000085,CHG_GL_85,USD,15360.400,493534,444358,3.5100,3.4400,N,FEE,MIS_HEAD_,CHG_GL_1_,CHG,21919.000,611666,192906,3.3000,2.2100,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,18104.200,444889,791568,3.6900,2.3200,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,21848.900,690740,787288,1.7000,3.1900,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,11294.300,777447,259699,2.5900,1.2600,N,TXN,MIS_HEAD_,100000000085,REM_BANK_85,010,ROUTING_NO_85,END_POINT,SERIAL_NO_85,O,A,MAKER_ID_85,2026-03-26,CHECKER_ID_8,2026-03-26,REPAIR_REASON_85,271069,SCODE_85,MIS_HEAD_,Synthetic banking narrative row 85,100,MO,85,EVEN,ROUTE_CODE_85,F,T,2026-03-26 12:48:00,T,T,T,T,T,100000000085,100000000085,100000000085,100000000085,100000000085,3.470000000000,CUST000085,TXN0000000000000085,UDF_1_85,UDF_2_85,UDF_3_85,UDF_4_85,UDF_5_85,85,100000000085,24892.100,HOUS,PASSBOOK_NO_85,18720.500,N,EXT_OFSTXN_CODE,DATA_1_85,DATA_2_85,DATA_3_85,DATA_4_85,DATA_5_85,DATA_6_85,DATA_7_85,DATA_8_85,DATA_9_85,C,BATCH_REF_NO_85,FEE,9354.200,SAV_,S,2026-03-26 12:48:00,2026-03-26 12:48:00,85
XREF_86,CURR,011,TRN000000000086,100000000086,PEN,20594.600,011,INT,100000000086,PEN,7428.100,011,INT,2.1500,15053.900,2026-03-27,2026-03-27,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000086,100000000086,CHG_GL_86,PEN,617.000,885974,46604,0.8200,2.5100,Y,INT,MIS_HEAD_,CHG_GL_1_,CHG,12110.100,405347,789395,1.9300,2.2400,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,9902.100,934161,386758,4.1300,2.9300,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,10152.300,490191,692203,2.7700,2.1600,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,21715.400,247859,535852,3.5600,3.3900,N,TXN,MIS_HEAD_,100000000086,REM_BANK_86,011,ROUTING_NO_86,END_POINT,SERIAL_NO_86,O,A,MAKER_ID_86,2026-03-27,CHECKER_ID_8,2026-03-27,REPAIR_REASON_86,264884,SCODE_86,MIS_HEAD_,Synthetic banking narrative row 86,100,MO,86,EVEN,ROUTE_CODE_86,F,T,2026-03-27 13:55:00,T,T,T,T,T,100000000086,100000000086,100000000086,100000000086,100000000086,3.180000000000,CUST000086,TXN0000000000000086,UDF_1_86,UDF_2_86,UDF_3_86,UDF_4_86,UDF_5_86,86,100000000086,8104.300,HOUS,PASSBOOK_NO_86,16043.900,Y,EXT_OFSTXN_CODE,DATA_1_86,DATA_2_86,DATA_3_86,DATA_4_86,DATA_5_86,DATA_6_86,DATA_7_86,DATA_8_86,DATA_9_86,C,BATCH_REF_NO_86,INT,8889.600,SAV_,S,2026-03-27 13:55:00,2026-03-27 13:55:00,86
XREF_87,LOAN,012,TRN000000000087,100000000087,EUR,6396.000,012,REV,100000000087,EUR,4348.500,012,REV,3.8200,5846.600,2026-03-28,2026-03-28,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000087,100000000087,CHG_GL_87,EUR,3564.800,651413,150551,4.4200,3.9400,N,REV,MIS_HEAD_,CHG_GL_1_,CHG,15321.700,44336,363703,1.1900,1.6300,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,24770.500,864018,579500,1.8200,2.4700,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,6386.700,393310,50434,3.0900,2.7300,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,15936.000,126877,603589,1.4900,2.4500,N,TXN,MIS_HEAD_,100000000087,REM_BANK_87,012,ROUTING_NO_87,END_POINT,SERIAL_NO_87,O,A,MAKER_ID_87,2026-03-28,CHECKER_ID_8,2026-03-28,REPAIR_REASON_87,514722,SCODE_87,MIS_HEAD_,Synthetic banking narrative row 87,100,MO,87,EVEN,ROUTE_CODE_87,F,T,2026-03-28 14:02:00,T,T,T,T,T,100000000087,100000000087,100000000087,100000000087,100000000087,2.890000000000,CUST000087,TXN0000000000000087,UDF_1_87,UDF_2_87,UDF_3_87,UDF_4_87,UDF_5_87,87,100000000087,17064.200,HOUS,PASSBOOK_NO_87,15845.600,N,EXT_OFSTXN_CODE,DATA_1_87,DATA_2_87,DATA_3_87,DATA_4_87,DATA_5_87,DATA_6_87,DATA_7_87,DATA_8_87,DATA_9_87,C,BATCH_REF_NO_87,REV,14092.300,SAV_,S,2026-03-28 14:02:00,2026-03-28 14:02:00,87
XREF_88,TD01,013,TRN000000000088,100000000088,BRL,9489.300,013,PAY,100000000088,BRL,9752.100,013,PAY,4.3600,24267.500,2026-03-29,2026-03-29,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000088,100000000088,CHG_GL_88,BRL,1332.400,857212,374208,1.7600,3.2000,N,PAY,MIS_HEAD_,CHG_GL_1_,CHG,1801.800,709919,7686,4.0600,3.4700,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,19393.400,561276,20101,0.8800,2.3300,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,14349.300,907175,294139,2.8300,3.8400,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,7830.900,845492,820143,4.0800,1.1800,N,TXN,MIS_HEAD_,100000000088,REM_BANK_88,013,ROUTING_NO_88,END_POINT,SERIAL_NO_88,O,A,MAKER_ID_88,2026-03-29,CHECKER_ID_8,2026-03-29,REPAIR_REASON_88,567057,SCODE_88,MIS_HEAD_,Synthetic banking narrative row 88,100,MO,88,EVEN,ROUTE_CODE_88,F,T,2026-03-29 15:09:00,T,T,T,T,T,100000000088,100000000088,100000000088,100000000088,100000000088,3.520000000000,CUST000088,TXN0000000000000088,UDF_1_88,UDF_2_88,UDF_3_88,UDF_4_88,UDF_5_88,88,100000000088,12826.600,HOUS,PASSBOOK_NO_88,21596.200,N,EXT_OFSTXN_CODE,DATA_1_88,DATA_2_88,DATA_3_88,DATA_4_88,DATA_5_88,DATA_6_88,DATA_7_88,DATA_8_88,DATA_9_88,C,BATCH_REF_NO_88,PAY,24100.100,SAV_,S,2026-03-29 15:09:00,2026-03-29 15:09:00,88
XREF_89,CARD,014,TRN000000000089,100000000089,USD,13395.000,014,ATM,100000000089,USD,13839.500,014,ATM,1.5600,14579.100,2026-03-30,2026-03-30,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000089,100000000089,CHG_GL_89,USD,6105.000,9781,925757,1.0000,3.2700,N,ATM,MIS_HEAD_,CHG_GL_1_,CHG,19340.100,903977,211593,4.2200,1.5400,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,22364.400,849653,861660,4.4800,3.8800,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,14721.700,556479,301344,2.2000,4.3900,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,2375.700,583911,62595,2.5500,2.5400,N,TXN,MIS_HEAD_,100000000089,REM_BANK_89,014,ROUTING_NO_89,END_POINT,SERIAL_NO_89,O,A,MAKER_ID_89,2026-03-30,CHECKER_ID_8,2026-03-30,REPAIR_REASON_89,452475,SCODE_89,MIS_HEAD_,Synthetic banking narrative row 89,100,MO,89,EVEN,ROUTE_CODE_89,F,T,2026-03-30 16:16:00,T,T,T,T,T,100000000089,100000000089,100000000089,100000000089,100000000089,2.060000000000,CUST000089,TXN0000000000000089,UDF_1_89,UDF_2_89,UDF_3_89,UDF_4_89,UDF_5_89,89,100000000089,18668.300,HOUS,PASSBOOK_NO_89,15024.800,N,EXT_OFSTXN_CODE,DATA_1_89,DATA_2_89,DATA_3_89,DATA_4_89,DATA_5_89,DATA_6_89,DATA_7_89,DATA_8_89,DATA_9_89,C,BATCH_REF_NO_89,ATM,2863.200,SAV_,S,2026-03-30 16:16:00,2026-03-30 16:16:00,89
XREF_90,CLRG,015,TRN000000000090,100000000090,PEN,10259.900,015,DEP,100000000090,PEN,5361.400,015,DEP,4.2300,655.000,2026-03-31,2026-03-31,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000090,100000000090,CHG_GL_90,PEN,22615.600,616020,101152,0.9300,2.0800,N,DEP,MIS_HEAD_,CHG_GL_1_,CHG,2402.800,221664,422269,2.5200,4.2600,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,15776.100,539787,465413,3.7300,2.5700,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,11718.800,631966,480919,2.4500,2.2700,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,15356.800,511313,351222,4.5000,2.4200,N,TXN,MIS_HEAD_,100000000090,REM_BANK_90,015,ROUTING_NO_90,END_POINT,SERIAL_NO_90,O,A,MAKER_ID_90,2026-03-31,CHECKER_ID_9,2026-03-31,REPAIR_REASON_90,741564,SCODE_90,MIS_HEAD_,Synthetic banking narrative row 90,100,MO,90,EVEN,ROUTE_CODE_90,F,T,2026-03-31 17:23:00,T,T,T,T,T,100000000090,100000000090,100000000090,100000000090,100000000090,1.500000000000,CUST000090,TXN0000000000000090,UDF_1_90,UDF_2_90,UDF_3_90,UDF_4_90,UDF_5_90,90,100000000090,2972.900,HOUS,PASSBOOK_NO_90,17279.000,N,EXT_OFSTXN_CODE,DATA_1_90,DATA_2_90,DATA_3_90,DATA_4_90,DATA_5_90,DATA_6_90,DATA_7_90,DATA_8_90,DATA_9_90,C,BATCH_REF_NO_90,DEP,22980.400,SAV_,S,2026-03-31 17:23:00,2026-03-31 17:23:00,90
XREF_91,SAV1,016,TRN000000000091,100000000091,EUR,21818.700,016,WDR,100000000091,EUR,16359.600,016,WDR,3.1100,20297.700,2026-04-01,2026-04-01,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000091,100000000091,CHG_GL_91,EUR,24458.800,756891,242503,3.9100,1.6400,Y,WDR,MIS_HEAD_,CHG_GL_1_,CHG,24411.400,161348,989018,2.9800,3.4400,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,21090.600,749463,373510,2.3700,3.5600,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,12546.000,961792,531822,2.4700,0.8200,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,11248.200,861270,787007,3.8100,3.6400,N,TXN,MIS_HEAD_,100000000091,REM_BANK_91,016,ROUTING_NO_91,END_POINT,SERIAL_NO_91,O,A,MAKER_ID_91,2026-04-01,CHECKER_ID_9,2026-04-01,REPAIR_REASON_91,526984,SCODE_91,MIS_HEAD_,Synthetic banking narrative row 91,100,MO,91,EVEN,ROUTE_CODE_91,F,T,2026-04-01 18:30:00,T,T,T,T,T,100000000091,100000000091,100000000091,100000000091,100000000091,4.390000000000,CUST000091,TXN0000000000000091,UDF_1_91,UDF_2_91,UDF_3_91,UDF_4_91,UDF_5_91,91,100000000091,8527.100,HOUS,PASSBOOK_NO_91,6239.400,Y,EXT_OFSTXN_CODE,DATA_1_91,DATA_2_91,DATA_3_91,DATA_4_91,DATA_5_91,DATA_6_91,DATA_7_91,DATA_8_91,DATA_9_91,C,BATCH_REF_NO_91,WDR,22498.700,SAV_,S,2026-04-01 18:30:00,2026-04-01 18:30:00,91
XREF_92,CURR,017,TRN000000000092,100000000092,BRL,1809.200,017,TRF,100000000092,BRL,8918.500,017,TRF,1.5900,10068.100,2026-04-02,2026-04-02,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000092,100000000092,CHG_GL_92,BRL,22178.700,441334,537596,1.0100,4.0900,N,TRF,MIS_HEAD_,CHG_GL_1_,CHG,16802.800,352259,503561,1.8500,2.4300,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,10710.500,340554,32868,0.8200,0.8800,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,21674.300,650721,174171,0.9800,2.2600,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,21725.200,799890,389277,2.3200,0.8400,N,TXN,MIS_HEAD_,100000000092,REM_BANK_92,017,ROUTING_NO_92,END_POINT,SERIAL_NO_92,O,A,MAKER_ID_92,2026-04-02,CHECKER_ID_9,2026-04-02,REPAIR_REASON_92,685972,SCODE_92,MIS_HEAD_,Synthetic banking narrative row 92,100,MO,92,EVEN,ROUTE_CODE_92,F,T,2026-04-02 19:37:00,T,T,T,T,T,100000000092,100000000092,100000000092,100000000092,100000000092,0.940000000000,CUST000092,TXN0000000000000092,UDF_1_92,UDF_2_92,UDF_3_92,UDF_4_92,UDF_5_92,92,100000000092,8069.100,HOUS,PASSBOOK_NO_92,4882.700,N,EXT_OFSTXN_CODE,DATA_1_92,DATA_2_92,DATA_3_92,DATA_4_92,DATA_5_92,DATA_6_92,DATA_7_92,DATA_8_92,DATA_9_92,C,BATCH_REF_NO_92,TRF,4200.400,SAV_,S,2026-04-02 19:37:00,2026-04-02 19:37:00,92
XREF_93,LOAN,018,TRN000000000093,100000000093,USD,20089.700,018,FEE,100000000093,USD,11146.000,018,FEE,4.3400,9313.200,2026-04-03,2026-04-03,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000093,100000000093,CHG_GL_93,USD,15497.200,794826,710743,2.6200,1.1100,N,FEE,MIS_HEAD_,CHG_GL_1_,CHG,2507.600,17446,393983,3.4500,1.3500,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,12262.000,164290,169624,2.0900,4.2700,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,8349.200,490283,109712,1.6500,1.3400,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,9762.700,317735,829252,1.7600,3.6300,N,TXN,MIS_HEAD_,100000000093,REM_BANK_93,018,ROUTING_NO_93,END_POINT,SERIAL_NO_93,O,U,MAKER_ID_93,2026-04-03,CHECKER_ID_9,2026-04-03,REPAIR_REASON_93,435603,SCODE_93,MIS_HEAD_,Synthetic banking narrative row 93,100,MO,93,EVEN,ROUTE_CODE_93,F,T,2026-04-03 20:44:00,T,T,T,T,T,100000000093,100000000093,100000000093,100000000093,100000000093,2.670000000000,CUST000093,TXN0000000000000093,UDF_1_93,UDF_2_93,UDF_3_93,UDF_4_93,UDF_5_93,93,100000000093,11076.700,HOUS,PASSBOOK_NO_93,8793.500,N,EXT_OFSTXN_CODE,DATA_1_93,DATA_2_93,DATA_3_93,DATA_4_93,DATA_5_93,DATA_6_93,DATA_7_93,DATA_8_93,DATA_9_93,C,BATCH_REF_NO_93,FEE,15399.900,SAV_,S,2026-04-03 20:44:00,2026-04-03 20:44:00,93
XREF_94,TD01,019,TRN000000000094,100000000094,PEN,9820.300,019,INT,100000000094,PEN,19587.200,019,INT,1.2400,5406.700,2026-04-04,2026-04-04,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000094,100000000094,CHG_GL_94,PEN,7622.600,756248,790204,4.2800,3.9700,N,INT,MIS_HEAD_,CHG_GL_1_,CHG,14604.700,938496,592060,3.6300,1.3300,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,1574.000,696282,631775,2.9300,1.4800,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,18109.800,549895,469060,2.6900,0.9300,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,7777.100,891331,46417,1.4700,3.3300,N,TXN,MIS_HEAD_,100000000094,REM_BANK_94,019,ROUTING_NO_94,END_POINT,SERIAL_NO_94,O,A,MAKER_ID_94,2026-04-04,CHECKER_ID_9,2026-04-04,REPAIR_REASON_94,271600,SCODE_94,MIS_HEAD_,Synthetic banking narrative row 94,100,MO,94,EVEN,ROUTE_CODE_94,F,T,2026-04-04 21:51:00,T,T,T,T,T,100000000094,100000000094,100000000094,100000000094,100000000094,4.310000000000,CUST000094,TXN0000000000000094,UDF_1_94,UDF_2_94,UDF_3_94,UDF_4_94,UDF_5_94,94,100000000094,22481.400,HOUS,PASSBOOK_NO_94,23730.700,N,EXT_OFSTXN_CODE,DATA_1_94,DATA_2_94,DATA_3_94,DATA_4_94,DATA_5_94,DATA_6_94,DATA_7_94,DATA_8_94,DATA_9_94,C,BATCH_REF_NO_94,INT,11970.300,SAV_,S,2026-04-04 21:51:00,2026-04-04 21:51:00,94
XREF_95,CARD,020,TRN000000000095,100000000095,EUR,3680.400,020,REV,100000000095,EUR,22599.100,020,REV,2.0100,15771.000,2026-04-05,2026-04-05,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000095,100000000095,CHG_GL_95,EUR,284.500,451380,310651,3.4700,4.5000,N,REV,MIS_HEAD_,CHG_GL_1_,CHG,458.000,919634,571333,2.1500,4.3900,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,20988.400,622591,113396,3.3300,3.5400,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,18877.800,312407,837843,4.3000,3.7100,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,12105.800,679018,331594,4.2300,2.2600,N,TXN,MIS_HEAD_,100000000095,REM_BANK_95,020,ROUTING_NO_95,END_POINT,SERIAL_NO_95,O,A,MAKER_ID_95,2026-04-05,CHECKER_ID_9,2026-04-05,REPAIR_REASON_95,573315,SCODE_95,MIS_HEAD_,Synthetic banking narrative row 95,100,MO,95,EVEN,ROUTE_CODE_95,F,T,2026-04-05 22:58:00,T,T,T,T,T,100000000095,100000000095,100000000095,100000000095,100000000095,4.350000000000,CUST000095,TXN0000000000000095,UDF_1_95,UDF_2_95,UDF_3_95,UDF_4_95,UDF_5_95,95,100000000095,16683.300,HOUS,PASSBOOK_NO_95,3789.500,N,EXT_OFSTXN_CODE,DATA_1_95,DATA_2_95,DATA_3_95,DATA_4_95,DATA_5_95,DATA_6_95,DATA_7_95,DATA_8_95,DATA_9_95,C,BATCH_REF_NO_95,REV,14843.100,SAV_,S,2026-04-05 22:58:00,2026-04-05 22:58:00,95
XREF_96,CLRG,021,TRN000000000096,100000000096,BRL,7216.500,021,PAY,100000000096,BRL,4737.700,021,PAY,3.1100,8264.300,2026-04-06,2026-04-06,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000096,100000000096,CHG_GL_96,BRL,18908.900,114936,760505,2.9600,2.8800,Y,PAY,MIS_HEAD_,CHG_GL_1_,CHG,14002.400,585354,496503,0.9000,1.1400,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,751.100,497763,211890,2.4900,4.2700,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,22185.800,912373,473118,3.8400,3.6400,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,15852.200,709014,109761,0.8500,3.8700,N,TXN,MIS_HEAD_,100000000096,REM_BANK_96,021,ROUTING_NO_96,END_POINT,SERIAL_NO_96,O,A,MAKER_ID_96,2026-04-06,CHECKER_ID_9,2026-04-06,REPAIR_REASON_96,367178,SCODE_96,MIS_HEAD_,Synthetic banking narrative row 96,100,MO,96,EVEN,ROUTE_CODE_96,F,T,2026-04-06 23:05:00,T,T,T,T,T,100000000096,100000000096,100000000096,100000000096,100000000096,4.030000000000,CUST000096,TXN0000000000000096,UDF_1_96,UDF_2_96,UDF_3_96,UDF_4_96,UDF_5_96,96,100000000096,16352.200,HOUS,PASSBOOK_NO_96,9576.000,Y,EXT_OFSTXN_CODE,DATA_1_96,DATA_2_96,DATA_3_96,DATA_4_96,DATA_5_96,DATA_6_96,DATA_7_96,DATA_8_96,DATA_9_96,C,BATCH_REF_NO_96,PAY,4928.600,SAV_,S,2026-04-06 23:05:00,2026-04-06 23:05:00,96
XREF_97,SAV1,022,TRN000000000097,100000000097,USD,13334.700,022,ATM,100000000097,USD,3172.900,022,ATM,2.9600,13865.200,2026-04-07,2026-04-07,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000097,100000000097,CHG_GL_97,USD,17093.300,847408,463232,4.4800,3.2800,N,ATM,MIS_HEAD_,CHG_GL_1_,CHG,21488.900,436587,97012,1.5400,1.7600,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,5700.200,689704,11672,3.7000,3.3500,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,9858.500,992224,595522,3.9000,3.1700,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,16598.500,390464,405045,3.8300,3.8800,N,TXN,MIS_HEAD_,100000000097,REM_BANK_97,022,ROUTING_NO_97,END_POINT,SERIAL_NO_97,O,A,MAKER_ID_97,2026-04-07,CHECKER_ID_9,2026-04-07,REPAIR_REASON_97,829398,SCODE_97,MIS_HEAD_,Synthetic banking narrative row 97,100,MO,97,EVEN,ROUTE_CODE_97,F,T,2026-04-07 00:12:00,T,T,T,T,T,100000000097,100000000097,100000000097,100000000097,100000000097,2.610000000000,CUST000097,TXN0000000000000097,UDF_1_97,UDF_2_97,UDF_3_97,UDF_4_97,UDF_5_97,97,100000000097,18462.400,HOUS,PASSBOOK_NO_97,19149.300,N,EXT_OFSTXN_CODE,DATA_1_97,DATA_2_97,DATA_3_97,DATA_4_97,DATA_5_97,DATA_6_97,DATA_7_97,DATA_8_97,DATA_9_97,C,BATCH_REF_NO_97,ATM,16519.700,SAV_,S,2026-04-07 00:12:00,2026-04-07 00:12:00,97
