MODULE,TRN_REF_NO,EVENT_SR_NO,EVENT,AC_ENTRY_SR_NO,AC_BRANCH,AC_NO,AC_CCY,DRCR_IND,TRN_CODE,AMOUNT_TAG,FCY_AMOUNT,EXCH_RATE,LCY_AMOUNT,RELATED_CUSTOMER,RELATED_ACCOUNT,RELATED_REFERENCE,MIS_FLAG,MIS_HEAD,TRN_DT,VALUE_DT,TXN_INIT_DATE,FINANCIAL_CYCLE,PERIOD_CODE,INSTRUMENT_CODE,BATCH_NO,CURR_NO,USER_ID,BANK_CODE,AVLDAYS,BALANCE_UPD,TYPE,AUTH_ID,PRINT_STAT,AUTH_STAT,CATEGORY,CUST_GL,DISTRIBUTED,NODE,DELETE_STAT,ON_LINE,UPDACT,NODE_SR_NO,NETTING_IND,IB,FLG_POSITION_STATUS,GLMIS_UPDATE_FLAG,PRODUCT_ACCRUAL,TRANSACTION_COUNT,VDBAL_UPDATE_FLAG,GLMIS_UPDATE_STATUS,DEPARTMENT_CODE,CUSTOM_REF_NO,INTERFACE_REF_NO,CUSTOMER_REF_NO,PROCESSED_FLAG,MIS_SPREAD,AML_EXCEPTION,HIDE_TXN_IN_STMT,PNL_HIST_IND,ECA_ALLOWED,ECA_STATUS,INTERNAL_GL_TYPE,SYSTEM_AC_NO,MIS_UNIT_TYPE,MIS_UNIT_REF_NO,SYS_AC_VDBAL_UPD,EOD_WASH_STATUS,UNCOL_PROCESS_STATUS,RECV_ORIG_AC_NO,GAAP_INDICATOR,BAL_CHK_ONLINE,BAL_CHK_BATCH,REVL_ONLINE,DELINQUENCY_PRODUCT,EXTERNAL_REF_NO,PRODUCT,TXN_ID,REAL_DT_TIME,SOURCE_CODE,DD_CREATION_DT,DD_LAST_UPD,DD_ID
MO,TRN000000000011,641460,EVEN,810997,011,100000000011,EUR,D,WDR,AMOUNT_TAG_11,17932.700,1.01000000,17438.800,CUST000011,100000000011,RELATED_REFERENC,Y,MIS_HEAD_,2026-01-11,2026-01-11,2026-01-11,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,278749,USER_ID_11,BANK_CODE_11,12,B,T,AUTH_ID_11,P,A,C,C,D,NODE_11,Y,O,U,566356,Y,I,F,Y,1,31,Y,G,DEP,CUSTOM_REF_NO_11,INTERFACE_REF_NO_11,CUST000011,Y,M,A,N,Y,E,E,I,SYSTEM_AC_NO_11,M,MIS_UNIT_REF_NO_11,S,E,U,RECV_ORIG_AC_NO_11,GA,B,B,R,CARD,EXTERNAL_REF_NO_,CARD,TXN0000000000000011,2026-01-11 10:10:00,SOURCE_CODE_11,2026-01-11 10:10:00,2026-01-11 10:10:00,11
MO,TRN000000000012,584586,EVEN,305965,012,100000000012,BRL,C,TRF,AMOUNT_TAG_12,17668.500,1.19000000,20549.000,CUST000012,100000000012,RELATED_REFERENC,N,MIS_HEAD_,2026-01-12,2026-01-12,2026-01-12,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,724794,USER_ID_12,BANK_CODE_12,8,B,T,AUTH_ID_12,P,A,C,C,D,NODE_12,Y,O,U,911131,N,I,F,N,1,19,N,G,DEP,CUSTOM_REF_NO_12,INTERFACE_REF_NO_12,CUST000012,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_12,M,MIS_UNIT_REF_NO_12,S,E,U,RECV_ORIG_AC_NO_12,GA,B,B,R,CLRG,EXTERNAL_REF_NO_,CLRG,TXN0000000000000012,2026-01-12 11:17:00,SOURCE_CODE_12,2026-01-12 11:17:00,2026-01-12 11:17:00,12
MO,TRN000000000013,762739,EVEN,891648,013,100000000013,USD,D,FEE,AMOUNT_TAG_13,7524.300,2.77000000,11828.000,CUST000013,100000000013,RELATED_REFERENC,N,MIS_HEAD_,2026-01-13,2026-01-13,2026-01-13,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,737536,USER_ID_13,BANK_CODE_13,30,B,T,AUTH_ID_13,P,A,C,C,D,NODE_13,Y,O,U,331137,N,I,F,N,1,14,N,G,DEP,CUSTOM_REF_NO_13,INTERFACE_REF_NO_13,CUST000013,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_13,M,MIS_UNIT_REF_NO_13,S,E,U,RECV_ORIG_AC_NO_13,GA,B,B,R,SAV1,EXTERNAL_REF_NO_,SAV1,TXN0000000000000013,2026-01-13 12:24:00,SOURCE_CODE_13,2026-01-13 12:24:00,2026-01-13 12:24:00,13
MO,TRN000000000014,809772,EVEN,308958,014,100000000014,PEN,C,INT,AMOUNT_TAG_14,20959.100,4.31000000,11160.500,CUST000014,100000000014,RELATED_REFERENC,N,MIS_HEAD_,2026-01-14,2026-01-14,2026-01-14,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,515225,USER_ID_14,BANK_CODE_14,18,B,T,AUTH_ID_14,P,A,C,C,D,NODE_14,Y,O,U,107380,N,I,F,N,1,4,N,G,DEP,CUSTOM_REF_NO_14,INTERFACE_REF_NO_14,CUST000014,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_14,M,MIS_UNIT_REF_NO_14,S,E,U,RECV_ORIG_AC_NO_14,GA,B,B,R,CURR,EXTERNAL_REF_NO_,CURR,TXN0000000000000014,2026-01-14 13:31:00,SOURCE_CODE_14,2026-01-14 13:31:00,2026-01-14 13:31:00,14
MO,TRN000000000015,494595,EVEN,521660,015,100000000015,EUR,D,REV,AMOUNT_TAG_15,3485.600,1.15000000,1155.800,CUST000015,100000000015,RELATED_REFERENC,N,MIS_HEAD_,2026-01-15,2026-01-15,2026-01-15,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,537188,USER_ID_15,BANK_CODE_15,28,B,T,AUTH_ID_15,P,A,C,C,D,NODE_15,Y,O,U,739873,N,I,F,N,1,34,N,G,DEP,CUSTOM_REF_NO_15,INTERFACE_REF_NO_15,CUST000015,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_15,M,MIS_UNIT_REF_NO_15,S,E,U,RECV_ORIG_AC_NO_15,GA,B,B,R,LOAN,EXTERNAL_REF_NO_,LOAN,TXN0000000000000015,2026-01-15 14:38:00,SOURCE_CODE_15,2026-01-15 14:38:00,2026-01-15 14:38:00,15
MO,TRN000000000016,919926,EVEN,271552,016,100000000016,BRL,C,PAY,AMOUNT_TAG_16,4514.200,3.95000000,16564.100,CUST000016,100000000016,RELATED_REFERENC,Y,MIS_HEAD_,2026-01-16,2026-01-16,2026-01-16,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,154662,USER_ID_16,BANK_CODE_16,6,B,T,AUTH_ID_16,P,A,C,C,D,NODE_16,Y,O,U,880659,Y,I,F,Y,1,8,Y,G,DEP,CUSTOM_REF_NO_16,INTERFACE_REF_NO_16,CUST000016,Y,M,A,N,Y,E,E,I,SYSTEM_AC_NO_16,M,MIS_UNIT_REF_NO_16,S,E,U,RECV_ORIG_AC_NO_16,GA,B,B,R,TD01,EXTERNAL_REF_NO_,TD01,TXN0000000000000016,2026-01-16 15:45:00,SOURCE_CODE_16,2026-01-16 15:45:00,2026-01-16 15:45:00,16
MO,TRN000000000017,328930,EVEN,592550,017,100000000017,USD,D,ATM,AMOUNT_TAG_17,7010.700,1.63000000,22011.400,CUST000017,100000000017,RELATED_REFERENC,N,MIS_HEAD_,2026-01-17,2026-01-17,2026-01-17,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,132049,USER_ID_17,BANK_CODE_17,36,B,T,AUTH_ID_17,P,A,C,C,D,NODE_17,Y,O,U,673270,N,I,F,N,1,36,N,G,DEP,CUSTOM_REF_NO_17,INTERFACE_REF_NO_17,CUST000017,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_17,M,MIS_UNIT_REF_NO_17,S,E,U,RECV_ORIG_AC_NO_17,GA,B,B,R,CARD,EXTERNAL_REF_NO_,CARD,TXN0000000000000017,2026-01-17 16:52:00,SOURCE_CODE_17,2026-01-17 16:52:00,2026-01-17 16:52:00,17
MO,TRN000000000018,908881,EVEN,974725,018,100000000018,PEN,C,DEP,AMOUNT_TAG_18,6417.100,1.40000000,18962.600,CUST000018,100000000018,RELATED_REFERENC,N,MIS_HEAD_,2026-01-18,2026-01-18,2026-01-18,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,24056,USER_ID_18,BANK_CODE_18,9,B,T,AUTH_ID_18,P,A,C,C,D,NODE_18,Y,O,U,574748,N,I,F,N,1,3,N,G,DEP,CUSTOM_REF_NO_18,INTERFACE_REF_NO_18,CUST000018,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_18,M,MIS_UNIT_REF_NO_18,S,E,U,RECV_ORIG_AC_NO_18,GA,B,B,R,CLRG,EXTERNAL_REF_NO_,CLRG,TXN0000000000000018,2026-01-18 17:59:00,SOURCE_CODE_18,2026-01-18 17:59:00,2026-01-18 17:59:00,18
MO,TRN000000000019,197846,EVEN,757320,019,100000000019,EUR,D,WDR,AMOUNT_TAG_19,12282.700,0.81000000,16572.500,CUST000019,100000000019,RELATED_REFERENC,N,MIS_HEAD_,2026-01-19,2026-01-19,2026-01-19,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,755886,USER_ID_19,BANK_CODE_19,8,B,T,AUTH_ID_19,P,A,C,C,D,NODE_19,Y,O,U,673223,N,I,F,N,1,27,N,G,DEP,CUSTOM_REF_NO_19,INTERFACE_REF_NO_19,CUST000019,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_19,M,MIS_UNIT_REF_NO_19,S,E,U,RECV_ORIG_AC_NO_19,GA,B,B,R,SAV1,EXTERNAL_REF_NO_,SAV1,TXN0000000000000019,2026-01-19 18:06:00,SOURCE_CODE_19,2026-01-19 18:06:00,2026-01-19 18:06:00,19
MO,TRN000000000020,888113,EVEN,574290,020,100000000020,BRL,C,TRF,AMOUNT_TAG_20,16497.400,1.58000000,1120.200,CUST000020,100000000020,RELATED_REFERENC,N,MIS_HEAD_,2026-01-20,2026-01-20,2026-01-20,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,846228,USER_ID_20,BANK_CODE_20,4,B,T,AUTH_ID_20,P,A,C,C,D,NODE_20,Y,O,U,230354,N,I,F,N,1,26,N,G,DEP,CUSTOM_REF_NO_20,INTERFACE_REF_NO_20,CUST000020,N,M,A,Y,N,E,E,I,SYSTEM_AC_NO_20,M,MIS_UNIT_REF_NO_20,S,E,U,RECV_ORIG_AC_NO_20,GA,B,B,R,CURR,EXTERNAL_REF_NO_,CURR,TXN0000000000000020,2026-01-20 19:13:00,SOURCE_CODE_20,2026-01-20 19:13:00,2026-01-20 19:13:00,20
MO,TRN000000000021,866162,EVEN,99231,021,100000000021,USD,D,FEE,AMOUNT_TAG_21,20094.900,1.11000000,21647.200,CUST000021,100000000021,RELATED_REFERENC,Y,MIS_HEAD_,2026-01-21,2026-01-21,2026-01-21,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,775290,USER_ID_21,BANK_CODE_21,34,B,T,AUTH_ID_21,P,A,C,C,D,NODE_21,Y,O,U,250946,Y,I,F,Y,1,36,Y,G,DEP,CUSTOM_REF_NO_21,INTERFACE_REF_NO_21,CUST000021,Y,M,A,N,Y,E,E,I,SYSTEM_AC_NO_21,M,MIS_UNIT_REF_NO_21,S,E,U,RECV_ORIG_AC_NO_21,GA,B,B,R,LOAN,EXTERNAL_REF_NO_,LOAN,TXN0000000000000021,2026-01-21 20:20:00,SOURCE_CODE_21,2026-01-21 20:20:00,2026-01-21 20:20:00,21
MO,TRN000000000022,413980,EVEN,998308,022,100000000022,PEN,C,INT,AMOUNT_TAG_22,1354.900,2.81000000,6190.800,CUST000022,100000000022,RELATED_REFERENC,N,MIS_HEAD_,2026-01-22,2026-01-22,2026-01-22,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,216769,USER_ID_22,BANK_CODE_22,23,B,T,AUTH_ID_22,P,A,C,C,D,NODE_22,Y,O,U,465776,N,I,F,N,1,12,N,G,DEP,CUSTOM_REF_NO_22,INTERFACE_REF_NO_22,CUST000022,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_22,M,MIS_UNIT_REF_NO_22,S,E,U,RECV_ORIG_AC_NO_22,GA,B,B,R,TD01,EXTERNAL_REF_NO_,TD01,TXN0000000000000022,2026-01-22 21:27:00,SOURCE_CODE_22,2026-01-22 21:27:00,2026-01-22 21:27:00,22
MO,TRN000000000023,582155,EVEN,257808,023,100000000023,EUR,D,REV,AMOUNT_TAG_23,12529.100,2.85000000,23432.100,CUST000023,100000000023,RELATED_REFERENC,N,MIS_HEAD_,2026-01-23,2026-01-23,2026-01-23,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,592703,USER_ID_23,BANK_CODE_23,28,B,T,AUTH_ID_23,P,A,C,C,D,NODE_23,Y,O,U,619319,N,I,F,N,1,28,N,G,DEP,CUSTOM_REF_NO_23,INTERFACE_REF_NO_23,CUST000023,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_23,M,MIS_UNIT_REF_NO_23,S,E,U,RECV_ORIG_AC_NO_23,GA,B,B,R,CARD,EXTERNAL_REF_NO_,CARD,TXN0000000000000023,2026-01-23 22:34:00,SOURCE_CODE_23,2026-01-23 22:34:00,2026-01-23 22:34:00,23
MO,TRN000000000024,808036,EVEN,972469,024,100000000024,BRL,C,PAY,AMOUNT_TAG_24,10084.800,2.13000000,1897.700,CUST000024,100000000024,RELATED_REFERENC,N,MIS_HEAD_,2026-01-24,2026-01-24,2026-01-24,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,283299,USER_ID_24,BANK_CODE_24,29,B,T,AUTH_ID_24,P,U,C,C,D,NODE_24,Y,O,U,36044,N,I,F,N,1,14,N,G,DEP,CUSTOM_REF_NO_24,INTERFACE_REF_NO_24,CUST000024,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_24,M,MIS_UNIT_REF_NO_24,S,E,U,RECV_ORIG_AC_NO_24,GA,B,B,R,CLRG,EXTERNAL_REF_NO_,CLRG,TXN0000000000000024,2026-01-24 23:41:00,SOURCE_CODE_24,2026-01-24 23:41:00,2026-01-24 23:41:00,24
MO,TRN000000000025,646863,EVEN,231833,025,100000000025,USD,D,ATM,AMOUNT_TAG_25,1535.200,4.42000000,15265.000,CUST000025,100000000025,RELATED_REFERENC,N,MIS_HEAD_,2026-01-25,2026-01-25,2026-01-25,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,477508,USER_ID_25,BANK_CODE_25,35,B,T,AUTH_ID_25,P,A,C,C,D,NODE_25,Y,O,U,735451,N,I,F,N,1,19,N,G,DEP,CUSTOM_REF_NO_25,INTERFACE_REF_NO_25,CUST000025,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_25,M,MIS_UNIT_REF_NO_25,S,E,U,RECV_ORIG_AC_NO_25,GA,B,B,R,SAV1,EXTERNAL_REF_NO_,SAV1,TXN0000000000000025,2026-01-25 00:48:00,SOURCE_CODE_25,2026-01-25 00:48:00,2026-01-25 00:48:00,25
MO,TRN000000000026,925293,EVEN,755830,001,100000000026,PEN,C,DEP,AMOUNT_TAG_26,10975.600,0.94000000,6367.000,CUST000026,100000000026,RELATED_REFERENC,Y,MIS_HEAD_,2026-01-26,2026-01-26,2026-01-26,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,388406,USER_ID_26,BANK_CODE_26,22,B,T,AUTH_ID_26,P,A,C,C,D,NODE_26,Y,O,U,307341,Y,I,F,Y,1,29,Y,G,DEP,CUSTOM_REF_NO_26,INTERFACE_REF_NO_26,CUST000026,Y,M,A,N,Y,E,E,I,SYSTEM_AC_NO_26,M,MIS_UNIT_REF_NO_26,S,E,U,RECV_ORIG_AC_NO_26,GA,B,B,R,CURR,EXTERNAL_REF_NO_,CURR,TXN0000000000000026,2026-01-26 01:55:00,SOURCE_CODE_26,2026-01-26 01:55:00,2026-01-26 01:55:00,26
MO,TRN000000000027,129739,EVEN,503368,002,100000000027,EUR,D,WDR,AMOUNT_TAG_27,19886.400,4.09000000,5334.500,CUST000027,100000000027,RELATED_REFERENC,N,MIS_HEAD_,2026-01-27,2026-01-27,2026-01-27,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,83615,USER_ID_27,BANK_CODE_27,29,B,T,AUTH_ID_27,P,A,C,C,D,NODE_27,Y,O,U,294155,N,I,F,N,1,27,N,G,DEP,CUSTOM_REF_NO_27,INTERFACE_REF_NO_27,CUST000027,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_27,M,MIS_UNIT_REF_NO_27,S,E,U,RECV_ORIG_AC_NO_27,GA,B,B,R,LOAN,EXTERNAL_REF_NO_,LOAN,TXN0000000000000027,2026-01-27 02:02:00,SOURCE_CODE_27,2026-01-27 02:02:00,2026-01-27 02:02:00,27
