ACCOUNT_NUMBER,BRANCH_CODE,APPLICATION_NUM,CUSTOMER_ID,PRODUCT_CODE,PRODUCT_CATEGORY,BOOK_DATE,VALUE_DATE,MATURITY_DATE,AMOUNT_FINANCED,DOWNPAYMENT_AMOUNT,CURRENCY,ORIGINAL_ST_DATE,PRIMARY_APPLICANT_ID,PRIMARY_APPLICANT_NAME,USER_DEFINED_STATUS,CALC_REQD,BACK_VAL_EFF_DT,AUTO_MAN_ROLLOVER,SCHEDULE_BASIS,UDE_ROLLOVER_BASIS,ROLLOVER_TYPE,SPECIAL_AMOUNT,RATE_CODE_PREF,PASSBOOK_FACILITY,ATM_FACILITY,ALLOW_BACK_PERIOD_ENTRY,INT_STMT,TRACK_RECEIVABLE_ALIQ,TRACK_RECEIVABLE_MLIQ,LIQUIDATION_MODE,AMEND_PAST_PAID_SCHEDULE,CHEQUE_BOOK_FACILITY,LIQ_BACK_VALUED_SCHEDULES,LIQ_COMP_DATES_FLAG,RETRIES_AUTO_LIQ,RESIDUAL_AMOUNT,ACCOUNT_STATUS,AUTH_STAT,VERSION_NO,LATEST_ESN,NEXT_ACCR_DATE,HAS_PROBLEMS,PROCESS_NO,AMOUNT_DISBURSED,STOP_ACCRUALS,FUNDED_STATUS,AMORTIZED,RECALC_ACTION_CODE,MAKER_ID,MAKER_DT_STAMP,CHECKER_ID,CHECKER_DT_STAMP,ARVN_APPLIED,ALT_ACC_NO,PARTIAL_LIQUIDATION,ALIQ_REVERSED_PMT,NO_OF_INSTALLMENTS,FREQUENCY,FREQUENCY_UNIT,FIRST_INS_DATE,LINKED_REFERENCE,LINKAGE_TYPE,FIELD_CHAR_1,FIELD_CHAR_2,FIELD_CHAR_3,FIELD_CHAR_4,FIELD_CHAR_5,FIELD_CHAR_6,FIELD_CHAR_7,FIELD_CHAR_8,FIELD_CHAR_9,FIELD_CHAR_10,FIELD_CHAR_11,FIELD_CHAR_12,FIELD_CHAR_13,FIELD_CHAR_14,FIELD_CHAR_15,FIELD_CHAR_16,FIELD_CHAR_17,FIELD_CHAR_18,FIELD_CHAR_19,FIELD_CHAR_20,FIELD_NUMBER_1,FIELD_NUMBER_2,FIELD_NUMBER_3,FIELD_NUMBER_4,FIELD_NUMBER_5,FIELD_NUMBER_6,FIELD_NUMBER_7,FIELD_NUMBER_8,FIELD_NUMBER_9,FIELD_NUMBER_10,FIELD_NUMBER_11,FIELD_NUMBER_12,FIELD_NUMBER_13,FIELD_NUMBER_14,FIELD_NUMBER_15,FIELD_NUMBER_16,FIELD_NUMBER_17,FIELD_NUMBER_18,FIELD_NUMBER_19,FIELD_NUMBER_20,FIELD_DATE_1,FIELD_DATE_2,FIELD_DATE_3,FIELD_DATE_4,FIELD_DATE_5,FIELD_DATE_6,FIELD_DATE_7,FIELD_DATE_8,FIELD_DATE_9,FIELD_DATE_10,ROLL_BY,MATURITY_TYPE,NET_PRINCIPAL,INDEX_XRATE,MIGRATION_DATE,DR_PAYMENT_MODE,CR_PAYMENT_MODE,DR_PROD_AC,CR_PROD_AC,DR_ACC_BRN,CR_ACC_BRN,EXT_ACC_NO_CR,EXT_ACC_NAME_CR,CLG_BANK_CODE_CR,CLG_BRN_CODE_CR,PC_CAT_CR,EXT_ACC_NO_DR,EXT_ACC_NAME_DR,CLG_BANK_CODE_DR,CLG_BRN_CODE_DR,PC_CAT_DR,CARD_NO,INSTRUMENT_NO_CR,ROUTING_NO_CR,END_POINT_CR,CLG_PROD_CODE_CR,SECTOR_CODE_CR,INSTRUMENT_NO_DR,ROUTING_NO_DR,END_POINT_DR,CLG_PROD_CODE_DR,SECTOR_CODE_DR,UPLOAD_SOURCE_DR,UPLOAD_SOURCE_CR,EMI_AMOUNT,CUTOFF_TRANSACTION,DELINQUENCY_STATUS,EXECUTION_DATE,USGT_STATUS,LAST_INTRADAY_ACCR_DT,DUE_DATES_ON,DETERIORATION_DATE,CURR_ACBAL_CHK,PARENT_LOAN,ALTERNATE_CCY
100000000037,012,APPLICATION_NUM_,CUST000037,SAV1,SAV1,2026-02-06,2026-02-06,2026-02-06,5406.600,8325.800,USD,2026-02-06,PRIMARY_APPLICANT_ID_37,Primary Applicant Name 37,USER,C,2026-02-06,A,S,U,R,9524.100,R,P,A,A,I,T,T,L,A,C,L,N,79,18495.400,1,A,6552,4762,2026-02-06,H,53,3317.200,1,853794,A,R,MAKER_ID_37,2026-02-06,CHECKER_ID_37,2026-02-06,A,100000000037,P,N,32,250972,F,2026-02-06,LINKED_REFERENCE_37,LINKAGE_TYPE_37,FIELD_CHAR_1_37,FIELD_CHAR_2_37,FIELD_CHAR_3_37,FIELD_CHAR_4_37,FIELD_CHAR_5_37,FIELD_CHAR_6_37,FIELD_CHAR_7_37,FIELD_CHAR_8_37,FIELD_CHAR_9_37,FIELD_CHAR_10_37,FIELD_CHAR_11_37,FIELD_CHAR_12_37,FIELD_CHAR_13_37,FIELD_CHAR_14_37,FIELD_CHAR_15_37,FIELD_CHAR_16_37,FIELD_CHAR_17_37,FIELD_CHAR_18_37,FIELD_CHAR_19_37,FIELD_CHAR_20_37,942700,57140,481028,865823,123658,193310,957185,114132,293524,215950,624416,11615,168386,809732,882883,291289,57694,384866,132650,200621,2026-02-06,2026-02-06,2026-02-06,2026-02-06,2026-02-06,2026-02-06,2026-02-06,2026-02-06,2026-02-06,2026-02-06,R,M,50627,1.7900,2026-02-06,DR_PAYMENT_MODE_37,CR_PAYMENT_MODE_37,DR_PROD_AC_37,CR_PROD_AC_37,100,100,100000000037,100000000037,CLG_,CLG_BRN_CODE_CR_37,PC_C,100000000037,100000000037,CLG_,CLG_BRN_CODE_DR_37,PC_C,CARD_NO_37,INSTRUMENT_NO_CR,ROUTING_NO_CR_37,END_POINT_,CLG_,SECTOR_CO,INSTRUMENT_NO_DR,ROUTING_NO_DR_37,END_POINT_,CLG_,SECTOR_CO,UPLOAD_SOURCE_D,UPLOAD_SOURCE_C,7361.000,C,D,2026-02-06,U,2026-02-06,34,2026-02-06,C,PARENT_LOAN_37,USD
100000000038,013,APPLICATION_NUM_,CUST000038,CURR,CURR,2026-02-07,2026-02-07,2026-02-07,142177.600,142276.800,PEN,2026-02-07,PRIMARY_APPLICANT_ID_38,Primary Applicant Name 38,USER,C,2026-02-07,A,S,U,R,170691.200,R,P,A,A,I,T,T,L,A,C,L,N,4061,83953.600,1,A,5190,4490,2026-02-07,H,66,135614.400,1,823420,A,R,MAKER_ID_38,2026-02-07,CHECKER_ID_38,2026-02-07,A,100000000038,P,N,31,889857,F,2026-02-07,LINKED_REFERENCE_38,LINKAGE_TYPE_38,FIELD_CHAR_1_38,FIELD_CHAR_2_38,FIELD_CHAR_3_38,FIELD_CHAR_4_38,FIELD_CHAR_5_38,FIELD_CHAR_6_38,FIELD_CHAR_7_38,FIELD_CHAR_8_38,FIELD_CHAR_9_38,FIELD_CHAR_10_38,FIELD_CHAR_11_38,FIELD_CHAR_12_38,FIELD_CHAR_13_38,FIELD_CHAR_14_38,FIELD_CHAR_15_38,FIELD_CHAR_16_38,FIELD_CHAR_17_38,FIELD_CHAR_18_38,FIELD_CHAR_19_38,FIELD_CHAR_20_38,448217,606953,340466,897205,394231,853627,276795,555347,609111,923694,184423,154672,304094,23996,384782,991101,337023,906264,577832,49104,2026-02-07,2026-02-07,2026-02-07,2026-02-07,2026-02-07,2026-02-07,2026-02-07,2026-02-07,2026-02-07,2026-02-07,R,M,760697,3.3200,2026-02-07,DR_PAYMENT_MODE_38,CR_PAYMENT_MODE_38,DR_PROD_AC_38,CR_PROD_AC_38,100,100,100000000038,100000000038,CLG_,CLG_BRN_CODE_CR_38,PC_C,100000000038,100000000038,CLG_,CLG_BRN_CODE_DR_38,PC_C,CARD_NO_38,INSTRUMENT_NO_CR,ROUTING_NO_CR_38,END_POINT_,CLG_,SECTOR_CO,INSTRUMENT_NO_DR,ROUTING_NO_DR_38,END_POINT_,CLG_,SECTOR_CO,UPLOAD_SOURCE_D,UPLOAD_SOURCE_C,34876.000,C,D,2026-02-07,U,2026-02-07,91,2026-02-07,C,PARENT_LOAN_38,PEN
100000000039,014,APPLICATION_NUM_,CUST000039,LOAN,LOAN,2026-02-08,2026-02-08,2026-02-08,5915.400,12750.100,EUR,2026-02-08,PRIMARY_APPLICANT_ID_39,Primary Applicant Name 39,USER,C,2026-02-08,A,S,U,R,11549.600,R,P,A,A,I,T,T,L,A,C,L,N,3479,4721.700,1,A,4850,3822,2026-02-08,H,80,11093.000,1,382131,A,R,MAKER_ID_39,2026-02-08,CHECKER_ID_39,2026-02-08,A,100000000039,P,Y,22,112560,F,2026-02-08,LINKED_REFERENCE_39,LINKAGE_TYPE_39,FIELD_CHAR_1_39,FIELD_CHAR_2_39,FIELD_CHAR_3_39,FIELD_CHAR_4_39,FIELD_CHAR_5_39,FIELD_CHAR_6_39,FIELD_CHAR_7_39,FIELD_CHAR_8_39,FIELD_CHAR_9_39,FIELD_CHAR_10_39,FIELD_CHAR_11_39,FIELD_CHAR_12_39,FIELD_CHAR_13_39,FIELD_CHAR_14_39,FIELD_CHAR_15_39,FIELD_CHAR_16_39,FIELD_CHAR_17_39,FIELD_CHAR_18_39,FIELD_CHAR_19_39,FIELD_CHAR_20_39,249122,308362,702845,809165,589987,74677,492859,54594,192919,760360,992879,906185,55065,944044,357708,76522,714351,862746,937843,331978,2026-02-08,2026-02-08,2026-02-08,2026-02-08,2026-02-08,2026-02-08,2026-02-08,2026-02-08,2026-02-08,2026-02-08,R,M,521094,2.4300,2026-02-08,DR_PAYMENT_MODE_39,CR_PAYMENT_MODE_39,DR_PROD_AC_39,CR_PROD_AC_39,100,100,100000000039,100000000039,CLG_,CLG_BRN_CODE_CR_39,PC_C,100000000039,100000000039,CLG_,CLG_BRN_CODE_DR_39,PC_C,CARD_NO_39,INSTRUMENT_NO_CR,ROUTING_NO_CR_39,END_POINT_,CLG_,SECTOR_CO,INSTRUMENT_NO_DR,ROUTING_NO_DR_39,END_POINT_,CLG_,SECTOR_CO,UPLOAD_SOURCE_D,UPLOAD_SOURCE_C,12284.700,C,D,2026-02-08,U,2026-02-08,29,2026-02-08,C,PARENT_LOAN_39,EUR
100000000040,015,APPLICATION_NUM_,CUST000040,TD01,TD01,2026-02-09,2026-02-09,2026-02-09,3053.500,15156.100,BRL,2026-02-09,PRIMARY_APPLICANT_ID_40,Primary Applicant Name 40,USER,C,2026-02-09,A,S,U,R,6324.200,R,P,A,A,I,T,T,L,A,C,L,N,6721,15773.200,1,A,7812,2788,2026-02-09,H,39,9743.000,1,126896,A,R,MAKER_ID_40,2026-02-09,CHECKER_ID_40,2026-02-09,A,100000000040,P,N,27,479738,F,2026-02-09,LINKED_REFERENCE_40,LINKAGE_TYPE_40,FIELD_CHAR_1_40,FIELD_CHAR_2_40,FIELD_CHAR_3_40,FIELD_CHAR_4_40,FIELD_CHAR_5_40,FIELD_CHAR_6_40,FIELD_CHAR_7_40,FIELD_CHAR_8_40,FIELD_CHAR_9_40,FIELD_CHAR_10_40,FIELD_CHAR_11_40,FIELD_CHAR_12_40,FIELD_CHAR_13_40,FIELD_CHAR_14_40,FIELD_CHAR_15_40,FIELD_CHAR_16_40,FIELD_CHAR_17_40,FIELD_CHAR_18_40,FIELD_CHAR_19_40,FIELD_CHAR_20_40,967509,505537,247315,74571,528355,675274,814815,513643,107814,947034,187143,644433,266371,656580,998723,630113,204190,689472,95662,131156,2026-02-09,2026-02-09,2026-02-09,2026-02-09,2026-02-09,2026-02-09,2026-02-09,2026-02-09,2026-02-09,2026-02-09,R,M,519724,3.2600,2026-02-09,DR_PAYMENT_MODE_40,CR_PAYMENT_MODE_40,DR_PROD_AC_40,CR_PROD_AC_40,100,100,100000000040,100000000040,CLG_,CLG_BRN_CODE_CR_40,PC_C,100000000040,100000000040,CLG_,CLG_BRN_CODE_DR_40,PC_C,CARD_NO_40,INSTRUMENT_NO_CR,ROUTING_NO_CR_40,END_POINT_,CLG_,SECTOR_CO,INSTRUMENT_NO_DR,ROUTING_NO_DR_40,END_POINT_,CLG_,SECTOR_CO,UPLOAD_SOURCE_D,UPLOAD_SOURCE_C,15428.600,C,D,2026-02-09,U,2026-02-09,7,2026-02-09,C,PARENT_LOAN_40,BRL
100000000041,016,APPLICATION_NUM_,CUST000041,CARD,CARD,2026-02-10,2026-02-10,2026-02-10,22378.100,14707.000,USD,2026-02-10,PRIMARY_APPLICANT_ID_41,Primary Applicant Name 41,USER,C,2026-02-10,A,S,U,R,19341.700,R,P,A,A,I,T,T,L,A,C,L,Y,4382,11385.000,1,A,9425,4210,2026-02-10,H,2,12164.300,1,291962,A,R,MAKER_ID_41,2026-02-10,CHECKER_ID_41,2026-02-10,A,100000000041,P,N,35,616076,F,2026-02-10,LINKED_REFERENCE_41,LINKAGE_TYPE_41,FIELD_CHAR_1_41,FIELD_CHAR_2_41,FIELD_CHAR_3_41,FIELD_CHAR_4_41,FIELD_CHAR_5_41,FIELD_CHAR_6_41,FIELD_CHAR_7_41,FIELD_CHAR_8_41,FIELD_CHAR_9_41,FIELD_CHAR_10_41,FIELD_CHAR_11_41,FIELD_CHAR_12_41,FIELD_CHAR_13_41,FIELD_CHAR_14_41,FIELD_CHAR_15_41,FIELD_CHAR_16_41,FIELD_CHAR_17_41,FIELD_CHAR_18_41,FIELD_CHAR_19_41,FIELD_CHAR_20_41,364820,362346,614358,823225,714957,662730,574967,499125,971529,839884,813815,437887,593943,329015,559392,146208,625390,488360,407113,557407,2026-02-10,2026-02-10,2026-02-10,2026-02-10,2026-02-10,2026-02-10,2026-02-10,2026-02-10,2026-02-10,2026-02-10,R,M,157404,1.3900,2026-02-10,DR_PAYMENT_MODE_41,CR_PAYMENT_MODE_41,DR_PROD_AC_41,CR_PROD_AC_41,100,100,100000000041,100000000041,CLG_,CLG_BRN_CODE_CR_41,PC_C,100000000041,100000000041,CLG_,CLG_BRN_CODE_DR_41,PC_C,CARD_NO_41,INSTRUMENT_NO_CR,ROUTING_NO_CR_41,END_POINT_,CLG_,SECTOR_CO,INSTRUMENT_NO_DR,ROUTING_NO_DR_41,END_POINT_,CLG_,SECTOR_CO,UPLOAD_SOURCE_D,UPLOAD_SOURCE_C,14623.800,C,D,2026-02-10,U,2026-02-10,71,2026-02-10,C,PARENT_LOAN_41,USD
100000000042,017,APPLICATION_NUM_,CUST000042,CLRG,CLRG,2026-02-11,2026-02-11,2026-02-11,6134.800,10338.900,PEN,2026-02-11,PRIMARY_APPLICANT_ID_42,Primary Applicant Name 42,USER,C,2026-02-11,A,S,U,R,17415.600,R,P,A,A,I,T,T,L,A,C,L,N,6168,11344.700,1,A,8385,8259,2026-02-11,H,97,22143.700,1,814698,A,R,MAKER_ID_42,2026-02-11,CHECKER_ID_42,2026-02-11,A,100000000042,P,N,30,102,F,2026-02-11,LINKED_REFERENCE_42,LINKAGE_TYPE_42,FIELD_CHAR_1_42,FIELD_CHAR_2_42,FIELD_CHAR_3_42,FIELD_CHAR_4_42,FIELD_CHAR_5_42,FIELD_CHAR_6_42,FIELD_CHAR_7_42,FIELD_CHAR_8_42,FIELD_CHAR_9_42,FIELD_CHAR_10_42,FIELD_CHAR_11_42,FIELD_CHAR_12_42,FIELD_CHAR_13_42,FIELD_CHAR_14_42,FIELD_CHAR_15_42,FIELD_CHAR_16_42,FIELD_CHAR_17_42,FIELD_CHAR_18_42,FIELD_CHAR_19_42,FIELD_CHAR_20_42,265686,776780,687749,848531,935966,316405,611336,301959,506640,740157,764716,949553,659099,387148,934033,506133,974187,26047,298803,348668,2026-02-11,2026-02-11,2026-02-11,2026-02-11,2026-02-11,2026-02-11,2026-02-11,2026-02-11,2026-02-11,2026-02-11,R,M,781626,0.8600,2026-02-11,DR_PAYMENT_MODE_42,CR_PAYMENT_MODE_42,DR_PROD_AC_42,CR_PROD_AC_42,100,100,100000000042,100000000042,CLG_,CLG_BRN_CODE_CR_42,PC_C,100000000042,100000000042,CLG_,CLG_BRN_CODE_DR_42,PC_C,CARD_NO_42,INSTRUMENT_NO_CR,ROUTING_NO_CR_42,END_POINT_,CLG_,SECTOR_CO,INSTRUMENT_NO_DR,ROUTING_NO_DR_42,END_POINT_,CLG_,SECTOR_CO,UPLOAD_SOURCE_D,UPLOAD_SOURCE_C,5573.000,C,D,2026-02-11,U,2026-02-11,83,2026-02-11,C,PARENT_LOAN_42,PEN
100000000043,018,APPLICATION_NUM_,CUST000043,SAV1,SAV1,2026-02-12,2026-02-12,2026-02-12,16307.700,23865.100,EUR,2026-02-12,PRIMARY_APPLICANT_ID_43,Primary Applicant Name 43,USER,C,2026-02-12,A,S,U,R,904.300,R,P,A,A,I,T,T,L,A,C,L,N,1316,23393.700,1,A,4669,4888,2026-02-12,H,14,4808.800,1,268511,A,R,MAKER_ID_43,2026-02-12,CHECKER_ID_43,2026-02-12,A,100000000043,P,N,19,181331,F,2026-02-12,LINKED_REFERENCE_43,LINKAGE_TYPE_43,FIELD_CHAR_1_43,FIELD_CHAR_2_43,FIELD_CHAR_3_43,FIELD_CHAR_4_43,FIELD_CHAR_5_43,FIELD_CHAR_6_43,FIELD_CHAR_7_43,FIELD_CHAR_8_43,FIELD_CHAR_9_43,FIELD_CHAR_10_43,FIELD_CHAR_11_43,FIELD_CHAR_12_43,FIELD_CHAR_13_43,FIELD_CHAR_14_43,FIELD_CHAR_15_43,FIELD_CHAR_16_43,FIELD_CHAR_17_43,FIELD_CHAR_18_43,FIELD_CHAR_19_43,FIELD_CHAR_20_43,760273,263738,241324,349779,942873,290978,296501,764298,491287,890410,479560,26746,111270,650919,919970,209613,734655,142647,953346,384761,2026-02-12,2026-02-12,2026-02-12,2026-02-12,2026-02-12,2026-02-12,2026-02-12,2026-02-12,2026-02-12,2026-02-12,R,M,505215,1.7200,2026-02-12,DR_PAYMENT_MODE_43,CR_PAYMENT_MODE_43,DR_PROD_AC_43,CR_PROD_AC_43,100,100,100000000043,100000000043,CLG_,CLG_BRN_CODE_CR_43,PC_C,100000000043,100000000043,CLG_,CLG_BRN_CODE_DR_43,PC_C,CARD_NO_43,INSTRUMENT_NO_CR,ROUTING_NO_CR_43,END_POINT_,CLG_,SECTOR_CO,INSTRUMENT_NO_DR,ROUTING_NO_DR_43,END_POINT_,CLG_,SECTOR_CO,UPLOAD_SOURCE_D,UPLOAD_SOURCE_C,13378.200,C,D,2026-02-12,U,2026-02-12,67,2026-02-12,C,PARENT_LOAN_43,EUR
100000000044,019,APPLICATION_NUM_,CUST000044,CURR,CURR,2026-02-13,2026-02-13,2026-02-13,20484.400,13494.400,BRL,2026-02-13,PRIMARY_APPLICANT_ID_44,Primary Applicant Name 44,USER,C,2026-02-13,A,S,U,R,6172.300,R,P,A,A,I,T,T,L,A,C,L,N,2133,15561.700,1,A,1644,3286,2026-02-13,H,93,3845.500,1,18818,A,R,MAKER_ID_44,2026-02-13,CHECKER_ID_44,2026-02-13,A,100000000044,P,N,30,735467,F,2026-02-13,LINKED_REFERENCE_44,LINKAGE_TYPE_44,FIELD_CHAR_1_44,FIELD_CHAR_2_44,FIELD_CHAR_3_44,FIELD_CHAR_4_44,FIELD_CHAR_5_44,FIELD_CHAR_6_44,FIELD_CHAR_7_44,FIELD_CHAR_8_44,FIELD_CHAR_9_44,FIELD_CHAR_10_44,FIELD_CHAR_11_44,FIELD_CHAR_12_44,FIELD_CHAR_13_44,FIELD_CHAR_14_44,FIELD_CHAR_15_44,FIELD_CHAR_16_44,FIELD_CHAR_17_44,FIELD_CHAR_18_44,FIELD_CHAR_19_44,FIELD_CHAR_20_44,491704,452807,450943,297516,577887,551857,771713,812762,22717,243191,944257,101904,249122,50815,968119,781403,14805,166077,806648,232239,2026-02-13,2026-02-13,2026-02-13,2026-02-13,2026-02-13,2026-02-13,2026-02-13,2026-02-13,2026-02-13,2026-02-13,R,M,703697,1.9600,2026-02-13,DR_PAYMENT_MODE_44,CR_PAYMENT_MODE_44,DR_PROD_AC_44,CR_PROD_AC_44,100,100,100000000044,100000000044,CLG_,CLG_BRN_CODE_CR_44,PC_C,100000000044,100000000044,CLG_,CLG_BRN_CODE_DR_44,PC_C,CARD_NO_44,INSTRUMENT_NO_CR,ROUTING_NO_CR_44,END_POINT_,CLG_,SECTOR_CO,INSTRUMENT_NO_DR,ROUTING_NO_DR_44,END_POINT_,CLG_,SECTOR_CO,UPLOAD_SOURCE_D,UPLOAD_SOURCE_C,16466.100,C,D,2026-02-13,U,2026-02-13,4,2026-02-13,C,PARENT_LOAN_44,BRL
100000000045,020,APPLICATION_NUM_,CUST000045,LOAN,LOAN,2026-02-14,2026-02-14,2026-02-14,5541.700,18208.900,USD,2026-02-14,PRIMARY_APPLICANT_ID_45,Primary Applicant Name 45,USER,C,2026-02-14,A,S,U,R,8569.500,R,P,A,A,I,T,T,L,A,C,L,N,8628,16043.000,1,A,1985,5609,2026-02-14,H,38,18844.400,1,855811,A,R,MAKER_ID_45,2026-02-14,CHECKER_ID_45,2026-02-14,A,100000000045,P,N,7,395992,F,2026-02-14,LINKED_REFERENCE_45,LINKAGE_TYPE_45,FIELD_CHAR_1_45,FIELD_CHAR_2_45,FIELD_CHAR_3_45,FIELD_CHAR_4_45,FIELD_CHAR_5_45,FIELD_CHAR_6_45,FIELD_CHAR_7_45,FIELD_CHAR_8_45,FIELD_CHAR_9_45,FIELD_CHAR_10_45,FIELD_CHAR_11_45,FIELD_CHAR_12_45,FIELD_CHAR_13_45,FIELD_CHAR_14_45,FIELD_CHAR_15_45,FIELD_CHAR_16_45,FIELD_CHAR_17_45,FIELD_CHAR_18_45,FIELD_CHAR_19_45,FIELD_CHAR_20_45,131422,696865,682496,700039,76381,248953,101445,189974,248006,554106,876621,208247,337207,812767,676329,851122,321529,453319,692611,816570,2026-02-14,2026-02-14,2026-02-14,2026-02-14,2026-02-14,2026-02-14,2026-02-14,2026-02-14,2026-02-14,2026-02-14,R,M,378421,2.1700,2026-02-14,DR_PAYMENT_MODE_45,CR_PAYMENT_MODE_45,DR_PROD_AC_45,CR_PROD_AC_45,100,100,100000000045,100000000045,CLG_,CLG_BRN_CODE_CR_45,PC_C,100000000045,100000000045,CLG_,CLG_BRN_CODE_DR_45,PC_C,CARD_NO_45,INSTRUMENT_NO_CR,ROUTING_NO_CR_45,END_POINT_,CLG_,SECTOR_CO,INSTRUMENT_NO_DR,ROUTING_NO_DR_45,END_POINT_,CLG_,SECTOR_CO,UPLOAD_SOURCE_D,UPLOAD_SOURCE_C,19198.000,C,D,2026-02-14,U,2026-02-14,53,2026-02-14,C,PARENT_LOAN_45,USD
100000000046,021,APPLICATION_NUM_,CUST000046,TD01,TD01,2026-02-15,2026-02-15,2026-02-15,634.200,1715.300,PEN,2026-02-15,PRIMARY_APPLICANT_ID_46,Primary Applicant Name 46,USER,C,2026-02-15,A,S,U,R,9172.500,R,P,A,A,I,T,T,L,A,C,L,Y,9459,23465.900,1,A,9744,8885,2026-02-15,H,91,24510.800,1,724900,A,R,MAKER_ID_46,2026-02-15,CHECKER_ID_46,2026-02-15,A,100000000046,P,N,11,180408,F,2026-02-15,LINKED_REFERENCE_46,LINKAGE_TYPE_46,FIELD_CHAR_1_46,FIELD_CHAR_2_46,FIELD_CHAR_3_46,FIELD_CHAR_4_46,FIELD_CHAR_5_46,FIELD_CHAR_6_46,FIELD_CHAR_7_46,FIELD_CHAR_8_46,FIELD_CHAR_9_46,FIELD_CHAR_10_46,FIELD_CHAR_11_46,FIELD_CHAR_12_46,FIELD_CHAR_13_46,FIELD_CHAR_14_46,FIELD_CHAR_15_46,FIELD_CHAR_16_46,FIELD_CHAR_17_46,FIELD_CHAR_18_46,FIELD_CHAR_19_46,FIELD_CHAR_20_46,51200,390134,90963,175976,961675,14391,829865,527751,13664,954385,674184,456383,499081,105034,434296,772414,428381,930031,798150,12861,2026-02-15,2026-02-15,2026-02-15,2026-02-15,2026-02-15,2026-02-15,2026-02-15,2026-02-15,2026-02-15,2026-02-15,R,M,313580,1.9700,2026-02-15,DR_PAYMENT_MODE_46,CR_PAYMENT_MODE_46,DR_PROD_AC_46,CR_PROD_AC_46,100,100,100000000046,100000000046,CLG_,CLG_BRN_CODE_CR_46,PC_C,100000000046,100000000046,CLG_,CLG_BRN_CODE_DR_46,PC_C,CARD_NO_46,INSTRUMENT_NO_CR,ROUTING_NO_CR_46,END_POINT_,CLG_,SECTOR_CO,INSTRUMENT_NO_DR,ROUTING_NO_DR_46,END_POINT_,CLG_,SECTOR_CO,UPLOAD_SOURCE_D,UPLOAD_SOURCE_C,20633.800,C,D,2026-02-15,U,2026-02-15,9,2026-02-15,C,PARENT_LOAN_46,PEN
100000000047,022,APPLICATION_NUM_,CUST000047,CARD,CARD,2026-02-16,2026-02-16,2026-02-16,12170.300,15100.700,EUR,2026-02-16,PRIMARY_APPLICANT_ID_47,Primary Applicant Name 47,USER,C,2026-02-16,A,S,U,R,13147.700,R,P,A,A,I,T,T,L,A,C,L,N,1753,8164.600,1,U,2892,5388,2026-02-16,H,9,6486.700,1,453324,A,R,MAKER_ID_47,2026-02-16,CHECKER_ID_47,2026-02-16,A,100000000047,P,N,34,524055,F,2026-02-16,LINKED_REFERENCE_47,LINKAGE_TYPE_47,FIELD_CHAR_1_47,FIELD_CHAR_2_47,FIELD_CHAR_3_47,FIELD_CHAR_4_47,FIELD_CHAR_5_47,FIELD_CHAR_6_47,FIELD_CHAR_7_47,FIELD_CHAR_8_47,FIELD_CHAR_9_47,FIELD_CHAR_10_47,FIELD_CHAR_11_47,FIELD_CHAR_12_47,FIELD_CHAR_13_47,FIELD_CHAR_14_47,FIELD_CHAR_15_47,FIELD_CHAR_16_47,FIELD_CHAR_17_47,FIELD_CHAR_18_47,FIELD_CHAR_19_47,FIELD_CHAR_20_47,69965,357708,80227,22540,692326,177186,371753,602039,108776,776589,34107,165222,744528,224689,919497,629104,444042,200516,441510,220077,2026-02-16,2026-02-16,2026-02-16,2026-02-16,2026-02-16,2026-02-16,2026-02-16,2026-02-16,2026-02-16,2026-02-16,R,M,311569,1.7700,2026-02-16,DR_PAYMENT_MODE_47,CR_PAYMENT_MODE_47,DR_PROD_AC_47,CR_PROD_AC_47,100,100,100000000047,100000000047,CLG_,CLG_BRN_CODE_CR_47,PC_C,100000000047,100000000047,CLG_,CLG_BRN_CODE_DR_47,PC_C,CARD_NO_47,INSTRUMENT_NO_CR,ROUTING_NO_CR_47,END_POINT_,CLG_,SECTOR_CO,INSTRUMENT_NO_DR,ROUTING_NO_DR_47,END_POINT_,CLG_,SECTOR_CO,UPLOAD_SOURCE_D,UPLOAD_SOURCE_C,4339.600,C,D,2026-02-16,U,2026-02-16,62,2026-02-16,C,PARENT_LOAN_47,EUR
