TRN_REF_NO,TRN_DT,TXN_BRANCH,PRODUCT_CODE,VALUE_DATE,AC_BRANCH,ACCOUNT_NO,TRN_CODE,LCY_AMOUNT,AMOUNT,DRCR_IND,MODULE,INSTRUMENT_NO,EXTENDED_CODE,RELATED_CUSTOMER,TXN_INIT_DATE,EXTRACTION_DATE,AC_ENTRY_SR_NO,EVENT,AMOUNT_TAG,OFS_ACC,OFS_BRANCH,EVENT_SR_NO,AC_CCY,GROUP_TXN_COUNT,HIDE_TXN_IN_STMT,AUTH_STAT,PERIOD_CODE,TXN_ID,EXT_OFSTXN_CODE,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,DATA_8,DATA_9,CBII_INFO,BATCH_REF_NO,TRN_CODE_TRANS,REAL_DT_TIME,SOURCE_CODE
TRN_DOC_MAR_0011,2026-03-11,011,CARD,2026-03-11,011,9988776655,WDR,15000.000,15000.000,D,MOD,INSTRUMENT_NO_11,264855,CUST000011,2026-03-11 10:10:00,2026-03-11,446700,EVEN,AMOUNT_TAG_11,100000000011,011,447551,USD,22,N,A,PER,TXN_DOC_MAR_0011,EXT_OFSTXN_CODE,DATA_1_11,DATA_2_11,DATA_3_11,DATA_4_11,DATA_5_11,DATA_6_11,DATA_7_11,DATA_8_11,DATA_9_11,C,BATCH_REF_NO_11,WDR,2026-03-11 10:10:00,SOURCE_CODE_11
TRN_DOC_MAR_0012,2026-03-12,012,CLRG,2026-03-12,012,9988776655,TRF,11875.000,11875.000,C,MOD,INSTRUMENT_NO_12,393180,CUST000012,2026-03-12 10:11:00,2026-03-12,621537,EVEN,AMOUNT_TAG_12,100000000012,012,766463,USD,11,N,A,PER,TXN_DOC_MAR_0012,EXT_OFSTXN_CODE,DATA_1_12,DATA_2_12,DATA_3_12,DATA_4_12,DATA_5_12,DATA_6_12,DATA_7_12,DATA_8_12,DATA_9_12,C,BATCH_REF_NO_12,TRF,2026-03-12 10:11:00,SOURCE_CODE_12
TRN_DOC_MAR_0013,2026-03-13,013,SAV1,2026-03-13,013,9988776655,FEE,15000.000,15000.000,D,MOD,INSTRUMENT_NO_13,772184,CUST000013,2026-03-13 10:12:00,2026-03-13,329792,EVEN,AMOUNT_TAG_13,100000000013,013,399911,USD,34,N,A,PER,TXN_DOC_MAR_0013,EXT_OFSTXN_CODE,DATA_1_13,DATA_2_13,DATA_3_13,DATA_4_13,DATA_5_13,DATA_6_13,DATA_7_13,DATA_8_13,DATA_9_13,C,BATCH_REF_NO_13,FEE,2026-03-13 10:12:00,SOURCE_CODE_13
TRN_DOC_MAR_0014,2026-03-14,014,CURR,2026-03-14,014,9988776655,INT,11875.000,11875.000,C,MOD,INSTRUMENT_NO_14,445707,CUST000014,2026-03-14 10:13:00,2026-03-14,453697,EVEN,AMOUNT_TAG_14,100000000014,014,154337,USD,32,N,A,PER,TXN_DOC_MAR_0014,EXT_OFSTXN_CODE,DATA_1_14,DATA_2_14,DATA_3_14,DATA_4_14,DATA_5_14,DATA_6_14,DATA_7_14,DATA_8_14,DATA_9_14,C,BATCH_REF_NO_14,INT,2026-03-14 10:13:00,SOURCE_CODE_14
TRN_DOC_MAR_0015,2026-03-15,015,LOAN,2026-03-15,015,9988776655,REV,15000.000,15000.000,D,MOD,INSTRUMENT_NO_15,539324,CUST000015,2026-03-15 10:14:00,2026-03-15,336170,EVEN,AMOUNT_TAG_15,100000000015,015,981721,USD,29,N,A,PER,TXN_DOC_MAR_0015,EXT_OFSTXN_CODE,DATA_1_15,DATA_2_15,DATA_3_15,DATA_4_15,DATA_5_15,DATA_6_15,DATA_7_15,DATA_8_15,DATA_9_15,C,BATCH_REF_NO_15,REV,2026-03-15 10:14:00,SOURCE_CODE_15
TRN_DOC_MAR_0016,2026-03-16,016,TD01,2026-03-16,016,9988776655,PAY,11875.000,11875.000,C,MOD,INSTRUMENT_NO_16,709113,CUST000016,2026-03-16 10:15:00,2026-03-16,483151,EVEN,AMOUNT_TAG_16,100000000016,016,281447,USD,35,N,A,PER,TXN_DOC_MAR_0016,EXT_OFSTXN_CODE,DATA_1_16,DATA_2_16,DATA_3_16,DATA_4_16,DATA_5_16,DATA_6_16,DATA_7_16,DATA_8_16,DATA_9_16,C,BATCH_REF_NO_16,PAY,2026-03-16 10:15:00,SOURCE_CODE_16
TRN000000000017,2026-01-17,017,CARD,2026-01-17,017,100000000017,ATM,2860.300,21597.700,D,MOD,INSTRUMENT_NO_17,573014,CUST000017,2026-01-17,2026-01-17,829892,EVEN,AMOUNT_TAG_17,100000000017,017,424079,USD,35,N,A,PER,TXN0000000000000017,EXT_OFSTXN_CODE,DATA_1_17,DATA_2_17,DATA_3_17,DATA_4_17,DATA_5_17,DATA_6_17,DATA_7_17,DATA_8_17,DATA_9_17,C,BATCH_REF_NO_17,ATM,2026-01-17 16:52:00,SOURCE_CODE_17
TRN000000000018,2026-01-18,018,CLRG,2026-01-18,018,100000000018,DEP,9821.100,20799.400,C,MOD,INSTRUMENT_NO_18,455102,CUST000018,2026-01-18,2026-01-18,968057,EVEN,AMOUNT_TAG_18,100000000018,018,655200,PEN,28,N,A,PER,TXN0000000000000018,EXT_OFSTXN_CODE,DATA_1_18,DATA_2_18,DATA_3_18,DATA_4_18,DATA_5_18,DATA_6_18,DATA_7_18,DATA_8_18,DATA_9_18,C,BATCH_REF_NO_18,DEP,2026-01-18 17:59:00,SOURCE_CODE_18
TRN000000000019,2026-01-19,019,SAV1,2026-01-19,019,100000000019,WDR,5949.600,1623.500,D,MOD,INSTRUMENT_NO_19,728234,CUST000019,2026-01-19,2026-01-19,497384,EVEN,AMOUNT_TAG_19,100000000019,019,372373,EUR,1,N,A,PER,TXN0000000000000019,EXT_OFSTXN_CODE,DATA_1_19,DATA_2_19,DATA_3_19,DATA_4_19,DATA_5_19,DATA_6_19,DATA_7_19,DATA_8_19,DATA_9_19,C,BATCH_REF_NO_19,WDR,2026-01-19 18:06:00,SOURCE_CODE_19
TRN000000000020,2026-01-20,020,CURR,2026-01-20,020,100000000020,TRF,6238.500,10075.200,C,MOD,INSTRUMENT_NO_20,952548,CUST000020,2026-01-20,2026-01-20,787009,EVEN,AMOUNT_TAG_20,100000000020,020,154590,BRL,28,Y,A,PER,TXN0000000000000020,EXT_OFSTXN_CODE,DATA_1_20,DATA_2_20,DATA_3_20,DATA_4_20,DATA_5_20,DATA_6_20,DATA_7_20,DATA_8_20,DATA_9_20,C,BATCH_REF_NO_20,TRF,2026-01-20 19:13:00,SOURCE_CODE_20
TRN_CUST123_0001,2026-04-27,021,LOAN,2026-04-27,021,001234567890,WDR,12000.000,12000.000,D,MOD,INSTRUMENT_NO_21,210122,CUST000123,2026-04-27 09:00:00,2026-04-27,122412,EVEN,AMOUNT_TAG_21,100000000021,021,294598,USD,7,N,A,PER,TXN_CUST123_0001,EXT_OFSTXN_CODE,DATA_1_21,DATA_2_21,DATA_3_21,DATA_4_21,DATA_5_21,DATA_6_21,DATA_7_21,DATA_8_21,DATA_9_21,C,BATCH_REF_NO_21,WDR,2026-01-21 20:20:00,SOURCE_CODE_21
TRN_CUST123_0002,2026-04-28,022,TD01,2026-04-28,022,001234567890,WDR,11000.000,11000.000,D,MOD,INSTRUMENT_NO_22,331542,CUST000123,2026-04-28 09:03:00,2026-04-28,245165,EVEN,AMOUNT_TAG_22,100000000022,022,316581,USD,12,N,A,PER,TXN_CUST123_0002,EXT_OFSTXN_CODE,DATA_1_22,DATA_2_22,DATA_3_22,DATA_4_22,DATA_5_22,DATA_6_22,DATA_7_22,DATA_8_22,DATA_9_22,C,BATCH_REF_NO_22,WDR,2026-01-22 21:27:00,SOURCE_CODE_22
TRN_CUST123_0003,2026-04-29,023,CARD,2026-04-29,023,001234567890,DEP,1387.500,1387.500,C,MOD,INSTRUMENT_NO_23,341451,CUST000123,2026-04-29 09:06:00,2026-04-29,910457,EVEN,AMOUNT_TAG_23,100000000023,023,65254,USD,32,N,A,PER,TXN_CUST123_0003,EXT_OFSTXN_CODE,DATA_1_23,DATA_2_23,DATA_3_23,DATA_4_23,DATA_5_23,DATA_6_23,DATA_7_23,DATA_8_23,DATA_9_23,C,BATCH_REF_NO_23,DEP,2026-01-23 22:34:00,SOURCE_CODE_23
TRN_CUST123_0004,2026-04-30,024,CLRG,2026-04-30,024,001234567890,WDR,1387.500,1387.500,D,MOD,INSTRUMENT_NO_24,242306,CUST000123,2026-04-30 09:09:00,2026-04-30,701054,EVEN,AMOUNT_TAG_24,100000000024,024,727087,USD,28,N,A,PER,TXN_CUST123_0004,EXT_OFSTXN_CODE,DATA_1_24,DATA_2_24,DATA_3_24,DATA_4_24,DATA_5_24,DATA_6_24,DATA_7_24,DATA_8_24,DATA_9_24,C,BATCH_REF_NO_24,WDR,2026-01-24 23:41:00,SOURCE_CODE_24
TRN_CUST123_0005,2026-05-01,025,SAV1,2026-05-01,025,001234567890,DEP,1387.500,1387.500,C,MOD,INSTRUMENT_NO_25,762002,CUST000123,2026-05-01 09:12:00,2026-05-01,806922,EVEN,AMOUNT_TAG_25,100000000025,025,520278,USD,15,N,A,PER,TXN_CUST123_0005,EXT_OFSTXN_CODE,DATA_1_25,DATA_2_25,DATA_3_25,DATA_4_25,DATA_5_25,DATA_6_25,DATA_7_25,DATA_8_25,DATA_9_25,C,BATCH_REF_NO_25,DEP,2026-01-25 00:48:00,SOURCE_CODE_25
TRN_CUST123_0006,2026-05-02,001,CURR,2026-05-02,001,001234567890,DEP,1387.500,1387.500,C,MOD,INSTRUMENT_NO_26,239055,CUST000123,2026-05-02 09:15:00,2026-05-02,395519,EVEN,AMOUNT_TAG_26,100000000026,001,70323,USD,34,N,A,PER,TXN_CUST123_0006,EXT_OFSTXN_CODE,DATA_1_26,DATA_2_26,DATA_3_26,DATA_4_26,DATA_5_26,DATA_6_26,DATA_7_26,DATA_8_26,DATA_9_26,C,BATCH_REF_NO_26,DEP,2026-01-26 01:55:00,SOURCE_CODE_26
TRN_CUST123_0007,2026-05-03,002,LOAN,2026-05-03,002,001234567890,WDR,1387.500,1387.500,D,MOD,INSTRUMENT_NO_27,23286,CUST000123,2026-05-03 09:18:00,2026-05-03,353026,EVEN,AMOUNT_TAG_27,100000000027,002,457731,USD,11,N,A,PER,TXN_CUST123_0007,EXT_OFSTXN_CODE,DATA_1_27,DATA_2_27,DATA_3_27,DATA_4_27,DATA_5_27,DATA_6_27,DATA_7_27,DATA_8_27,DATA_9_27,C,BATCH_REF_NO_27,WDR,2026-01-27 02:02:00,SOURCE_CODE_27
TRN_CUST123_0008,2026-04-27,003,TD01,2026-04-27,003,001234567890,DEP,1387.500,1387.500,C,MOD,INSTRUMENT_NO_28,114211,CUST000123,2026-04-27 09:21:00,2026-04-27,125938,EVEN,AMOUNT_TAG_28,100000000028,003,947669,USD,1,N,A,PER,TXN_CUST123_0008,EXT_OFSTXN_CODE,DATA_1_28,DATA_2_28,DATA_3_28,DATA_4_28,DATA_5_28,DATA_6_28,DATA_7_28,DATA_8_28,DATA_9_28,C,BATCH_REF_NO_28,DEP,2026-01-28 03:09:00,SOURCE_CODE_28
TRN_CUST123_0009,2026-04-28,004,CARD,2026-04-28,004,001234567890,DEP,1387.500,1387.500,C,MOD,INSTRUMENT_NO_29,315608,CUST000123,2026-04-28 09:24:00,2026-04-28,840476,EVEN,AMOUNT_TAG_29,100000000029,004,667852,USD,36,N,A,PER,TXN_CUST123_0009,EXT_OFSTXN_CODE,DATA_1_29,DATA_2_29,DATA_3_29,DATA_4_29,DATA_5_29,DATA_6_29,DATA_7_29,DATA_8_29,DATA_9_29,C,BATCH_REF_NO_29,DEP,2026-01-29 04:16:00,SOURCE_CODE_29
TRN_CUST123_0010,2026-04-29,005,CLRG,2026-04-29,005,001234567890,WDR,1387.500,1387.500,D,MOD,INSTRUMENT_NO_30,609334,CUST000123,2026-04-29 09:27:00,2026-04-29,331740,EVEN,AMOUNT_TAG_30,100000000030,005,33198,USD,14,N,A,PER,TXN_CUST123_0010,EXT_OFSTXN_CODE,DATA_1_30,DATA_2_30,DATA_3_30,DATA_4_30,DATA_5_30,DATA_6_30,DATA_7_30,DATA_8_30,DATA_9_30,C,BATCH_REF_NO_30,WDR,2026-01-30 05:23:00,SOURCE_CODE_30
TRN_CUST123_0011,2026-04-30,006,SAV1,2026-04-30,006,001234567890,DEP,1387.500,1387.500,C,MOD,INSTRUMENT_NO_31,753506,CUST000123,2026-04-30 09:30:00,2026-04-30,652882,EVEN,AMOUNT_TAG_31,100000000031,006,41830,USD,26,N,A,PER,TXN_CUST123_0011,EXT_OFSTXN_CODE,DATA_1_31,DATA_2_31,DATA_3_31,DATA_4_31,DATA_5_31,DATA_6_31,DATA_7_31,DATA_8_31,DATA_9_31,C,BATCH_REF_NO_31,DEP,2026-01-31 06:30:00,SOURCE_CODE_31
TRN_CUST123_0012,2026-05-01,007,CURR,2026-05-01,007,001234567890,DEP,1387.500,1387.500,C,MOD,INSTRUMENT_NO_32,226801,CUST000123,2026-05-01 09:33:00,2026-05-01,558793,EVEN,AMOUNT_TAG_32,100000000032,007,700054,USD,25,N,A,PER,TXN_CUST123_0012,EXT_OFSTXN_CODE,DATA_1_32,DATA_2_32,DATA_3_32,DATA_4_32,DATA_5_32,DATA_6_32,DATA_7_32,DATA_8_32,DATA_9_32,C,BATCH_REF_NO_32,DEP,2026-02-01 07:37:00,SOURCE_CODE_32
TRN_CUST123_0013,2026-05-02,008,LOAN,2026-05-02,008,001234567890,WDR,1387.500,1387.500,D,MOD,INSTRUMENT_NO_33,340779,CUST000123,2026-05-02 09:36:00,2026-05-02,925062,EVEN,AMOUNT_TAG_33,100000000033,008,545247,USD,18,N,A,PER,TXN_CUST123_0013,EXT_OFSTXN_CODE,DATA_1_33,DATA_2_33,DATA_3_33,DATA_4_33,DATA_5_33,DATA_6_33,DATA_7_33,DATA_8_33,DATA_9_33,C,BATCH_REF_NO_33,WDR,2026-02-02 08:44:00,SOURCE_CODE_33
TRN_CUST123_0014,2026-05-03,009,TD01,2026-05-03,009,001234567890,DEP,1387.500,1387.500,C,MOD,INSTRUMENT_NO_34,466562,CUST000123,2026-05-03 09:39:00,2026-05-03,362948,EVEN,AMOUNT_TAG_34,100000000034,009,923489,USD,22,N,A,PER,TXN_CUST123_0014,EXT_OFSTXN_CODE,DATA_1_34,DATA_2_34,DATA_3_34,DATA_4_34,DATA_5_34,DATA_6_34,DATA_7_34,DATA_8_34,DATA_9_34,C,BATCH_REF_NO_34,DEP,2026-02-03 09:51:00,SOURCE_CODE_34
TRN_CUST123_0015,2026-04-27,010,CARD,2026-04-27,010,001234567890,DEP,1387.500,1387.500,C,MOD,INSTRUMENT_NO_35,979250,CUST000123,2026-04-27 09:42:00,2026-04-27,253836,EVEN,AMOUNT_TAG_35,100000000035,010,520537,USD,14,N,A,PER,TXN_CUST123_0015,EXT_OFSTXN_CODE,DATA_1_35,DATA_2_35,DATA_3_35,DATA_4_35,DATA_5_35,DATA_6_35,DATA_7_35,DATA_8_35,DATA_9_35,C,BATCH_REF_NO_35,DEP,2026-02-04 10:58:00,SOURCE_CODE_35
TRN_CUST123_0016,2026-04-28,011,CLRG,2026-04-28,011,001234567890,WDR,1387.500,1387.500,D,MOD,INSTRUMENT_NO_36,794010,CUST000123,2026-04-28 09:45:00,2026-04-28,906941,EVEN,AMOUNT_TAG_36,100000000036,011,150590,USD,27,N,A,PER,TXN_CUST123_0016,EXT_OFSTXN_CODE,DATA_1_36,DATA_2_36,DATA_3_36,DATA_4_36,DATA_5_36,DATA_6_36,DATA_7_36,DATA_8_36,DATA_9_36,C,BATCH_REF_NO_36,WDR,2026-02-05 11:05:00,SOURCE_CODE_36
TRN_CUST123_0017,2026-04-29,012,SAV1,2026-04-29,012,001234567890,DEP,1387.500,1387.500,C,MOD,INSTRUMENT_NO_37,183335,CUST000123,2026-04-29 09:48:00,2026-04-29,249081,EVEN,AMOUNT_TAG_37,100000000037,012,33939,USD,14,N,A,PER,TXN_CUST123_0017,EXT_OFSTXN_CODE,DATA_1_37,DATA_2_37,DATA_3_37,DATA_4_37,DATA_5_37,DATA_6_37,DATA_7_37,DATA_8_37,DATA_9_37,C,BATCH_REF_NO_37,DEP,2026-02-06 12:12:00,SOURCE_CODE_37
TRN_CUST123_0018,2026-04-30,013,CURR,2026-04-30,013,001234567890,DEP,1387.500,1387.500,C,MOD,INSTRUMENT_NO_38,913923,CUST000123,2026-04-30 09:51:00,2026-04-30,270856,EVEN,AMOUNT_TAG_38,100000000038,013,202312,USD,0,N,A,PER,TXN_CUST123_0018,EXT_OFSTXN_CODE,DATA_1_38,DATA_2_38,DATA_3_38,DATA_4_38,DATA_5_38,DATA_6_38,DATA_7_38,DATA_8_38,DATA_9_38,C,BATCH_REF_NO_38,DEP,2026-02-07 13:19:00,SOURCE_CODE_38
TRN000000000039,2026-02-08,014,LOAN,2026-02-08,014,100000000039,REV,17782.500,20450.400,D,MOD,INSTRUMENT_NO_39,867372,CUST000039,2026-02-08,2026-02-08,44863,EVEN,AMOUNT_TAG_39,100000000039,014,524051,EUR,2,Y,A,PER,TXN0000000000000039,EXT_OFSTXN_CODE,DATA_1_39,DATA_2_39,DATA_3_39,DATA_4_39,DATA_5_39,DATA_6_39,DATA_7_39,DATA_8_39,DATA_9_39,C,BATCH_REF_NO_39,REV,2026-02-08 14:26:00,SOURCE_CODE_39
TRN000000000040,2026-02-09,015,TD01,2026-02-09,015,100000000040,PAY,22303.900,5600.000,C,MOD,INSTRUMENT_NO_40,259478,CUST000040,2026-02-09,2026-02-09,961282,EVEN,AMOUNT_TAG_40,100000000040,015,538314,BRL,19,N,A,PER,TXN0000000000000040,EXT_OFSTXN_CODE,DATA_1_40,DATA_2_40,DATA_3_40,DATA_4_40,DATA_5_40,DATA_6_40,DATA_7_40,DATA_8_40,DATA_9_40,C,BATCH_REF_NO_40,PAY,2026-02-09 15:33:00,SOURCE_CODE_40
TRN_FRAUD_0001,2026-04-18,016,CARD,2026-04-18,016,4455667788,REV,8500.000,8500.000,D,MOD,INSTRUMENT_NO_41,369218,CUST000445,2026-04-18 14:00:00,2026-04-18,715373,EVEN,AMOUNT_TAG_41,100000000041,016,433281,USD,25,Y,U,PER,TXN_FRAUD_0001,EXT_OFSTXN_CODE,DATA_1_41,DATA_2_41,DATA_3_41,DATA_4_41,DATA_5_41,DATA_6_41,DATA_7_41,DATA_8_41,DATA_9_41,C,BATCH_REF_NO_41,REV,2026-04-18 14:00:00,SOURCE_CODE_41
TRN_FRAUD_0002,2026-04-18,017,CLRG,2026-04-18,017,4455667788,PAY,8500.000,8500.000,D,MOD,INSTRUMENT_NO_42,346654,CUST000445,2026-04-18 14:02:00,2026-04-18,120003,EVEN,AMOUNT_TAG_42,100000000042,017,930084,USD,19,Y,A,PER,TXN_FRAUD_0002,EXT_OFSTXN_CODE,DATA_1_42,DATA_2_42,DATA_3_42,DATA_4_42,DATA_5_42,DATA_6_42,DATA_7_42,DATA_8_42,DATA_9_42,C,BATCH_REF_NO_42,PAY,2026-04-18 14:02:00,SOURCE_CODE_42
TRN_FRAUD_0003,2026-04-18,018,SAV1,2026-04-18,018,4455667788,PAY,8500.000,8500.000,D,MOD,INSTRUMENT_NO_43,11045,CUST000445,2026-04-18 14:04:00,2026-04-18,343746,EVEN,AMOUNT_TAG_43,100000000043,018,36238,USD,21,Y,A,PER,TXN_FRAUD_0003,EXT_OFSTXN_CODE,DATA_1_43,DATA_2_43,DATA_3_43,DATA_4_43,DATA_5_43,DATA_6_43,DATA_7_43,DATA_8_43,DATA_9_43,C,BATCH_REF_NO_43,PAY,2026-04-18 14:04:00,SOURCE_CODE_43
TRN_FRAUD_0004,2026-04-18,019,CURR,2026-04-18,019,4455667788,PAY,8500.000,8500.000,D,MOD,INSTRUMENT_NO_44,510190,CUST000445,2026-04-18 14:06:00,2026-04-18,790662,EVEN,AMOUNT_TAG_44,100000000044,019,216881,USD,29,Y,A,PER,TXN_FRAUD_0004,EXT_OFSTXN_CODE,DATA_1_44,DATA_2_44,DATA_3_44,DATA_4_44,DATA_5_44,DATA_6_44,DATA_7_44,DATA_8_44,DATA_9_44,C,BATCH_REF_NO_44,PAY,2026-04-18 14:06:00,SOURCE_CODE_44
TRN_FRAUD_0005,2026-04-18,020,LOAN,2026-04-18,020,4455667788,REV,6500.000,6500.000,D,MOD,INSTRUMENT_NO_45,131114,CUST000445,2026-04-18 14:08:00,2026-04-18,314266,EVEN,AMOUNT_TAG_45,100000000045,020,535202,USD,28,N,A,PER,TXN_FRAUD_0005,EXT_OFSTXN_CODE,DATA_1_45,DATA_2_45,DATA_3_45,DATA_4_45,DATA_5_45,DATA_6_45,DATA_7_45,DATA_8_45,DATA_9_45,C,BATCH_REF_NO_45,REV,2026-04-18 14:08:00,SOURCE_CODE_45
